"Condition","loc_coord","loc_id","plate","Phase","Group","seconds_total","exp_sums","mean","sd","sem","median","iqr","CI_lower","CI_upper","phase_con_mean","phase_con_sd","phase_con_sem"
"MUT+DMSO","A12",12,1,"Light","1",43,1322,30.7441860465116,88.0816972024257,13.4323328958393,0,0,4.4168135706666,57.0715585223567,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","A12",12,2,"Light","1",43,424,9.86046511627907,56.2378373709326,8.57618979766475,0,0,-6.94886688714385,26.669797119702,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","B1",13,1,"Light","1",43,2250,52.3255813953488,146.352106551002,22.3184870141928,0,0,8.58134684753089,96.0698159431668,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","B1",13,2,"Light","1",43,15,0.348837209302326,2.13679467260386,0.325858132666414,0,0,-0.289844730723846,0.987519149328497,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","B2",14,1,"Light","1",43,1648,38.3255813953488,190.44305747266,29.0422939943507,0,0,-18.5973148335786,95.2484776242762,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","B2",14,2,"Light","1",43,3220,74.8837209302326,420.924617688608,64.190402415311,0,0,-50.929467803777,200.696909664242,86.938226744186,128.82391521314,22.773066006553
"Mut1","B3",15,1,"Light","1",43,1269,29.5116279069767,151.4251932384,23.0921254811944,0,0,-15.7489380361643,74.7721938501178,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","B3",15,2,"Light","1",43,223,5.18604651162791,20.6562060476628,3.15004189076427,0,0,-0.988035594270068,11.3601286175259,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","B4",16,1,"Light","1",43,2580,60,388.46664378468,59.2406077990689,0,0,-56.111591286175,176.111591286175,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","B4",16,2,"Light","1",43,439,10.2093023255814,56.6066453021092,8.63243247989651,0,0,-6.71026533501576,27.1288699861786,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","B5",17,1,"Light","1",43,3067,71.3255813953488,230.235151109038,35.1105313844395,0,0,2.50893988184743,140.14222290885,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","B5",17,2,"Light","1",43,945,21.9767441860465,94.6151322771044,14.4286724040887,0,0,-6.30345372596732,50.2569420980603,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","B6",18,1,"Light","1",43,2440,56.7441860465116,150.692701030822,22.9804214667589,0,0,11.7025599716642,101.785812121359,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","B6",18,2,"Light","1",43,1209,28.1162790697674,82.2919336735369,12.5494022351199,0,0,3.51945068893244,52.7131074506024,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","B7",19,1,"Light","1",43,0,0,0,0,0,0,0,0,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","B7",19,2,"Light","1",43,1292,30.046511627907,146.673747689732,22.3675368280092,0,0,-13.7938605549912,73.8868838108051,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","B8",20,1,"Light","1",43,5423,126.116279069767,288.230414549782,43.9547261452158,0,44.5,39.9650158251445,212.26754231439,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","B8",20,2,"Light","1",43,2243,52.1627906976744,154.929927360812,23.6265924242582,0,0,5.85466954612841,98.4709118492204,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","B9",21,1,"Light","1",43,33417,777.139534883721,557.139786742257,84.9630209536064,750,513.5,610.612013814652,943.667055952789,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","B9",21,2,"Light","1",43,117,2.72093023255814,14.6699004790914,2.23713884998303,0,0,-1.66386191340859,7.10572237852487,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","B10",22,1,"Light","1",43,3312,77.0232558139535,187.559703303863,28.6025866058466,0,12,20.9621860664942,133.084325561413,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","B10",22,2,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","B11",23,1,"Light","1",43,2820,65.5813953488372,149.644377260309,22.8205535905101,0,27.5,20.8531103114375,110.309680386237,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","B11",23,2,"Light","1",43,782,18.1860465116279,90.8982308523825,13.8618502507514,0,0,-8.98317997984482,45.3552730031006,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","B12",24,1,"Light","1",43,10,0.232558139534884,1.52498570332605,0.232558139534884,0,0,-0.223255813953488,0.688372093023256,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","B12",24,2,"Light","1",43,18,0.418604651162791,1.89275005443119,0.288641677297716,0,0,-0.147133036340734,0.984342338666315,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","C1",25,1,"Light","1",43,3667,85.2790697674419,222.924322583055,33.9956404862803,0,5,18.6476144143325,151.910525120551,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","C1",25,2,"Light","1",43,1068,24.8372093023256,81.1482858524349,12.3749975774378,0,0,0.5822140505474,49.0922045541038,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","C2",26,1,"Light","1",43,0,0,0,0,0,0,0,0,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","C2",26,2,"Light","1",43,6672,155.162790697674,612.580332156043,93.4176248676686,0,0,-27.935754042956,338.261335438305,86.938226744186,128.82391521314,22.773066006553
"Mut1","C3",27,1,"Light","1",43,0,0,0,0,0,0,0,0,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","C3",27,2,"Light","1",43,11,0.255813953488372,1.09311750023704,0.166698855991699,0,0,-0.0709158042553583,0.582543711232102,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","C4",28,1,"Light","1",43,8645,201.046511627907,611.395591424842,93.2369535999457,0,2,18.3020825720135,383.7909406838,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","C4",28,2,"Light","1",43,13848,322.046511627907,336.595911010473,51.3303952088977,193,429.5,221.438937018467,422.654086237347,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","C5",29,1,"Light","1",43,3875,90.1162790697674,195.884101946403,29.8720454977127,0,47,31.5670698942506,148.665488245284,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","C5",29,2,"Light","1",43,1910,44.4186046511628,181.234422326725,27.6379902998811,0,0.5,-9.75185633660421,98.5890656389298,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","C6",30,1,"Light","1",43,137,3.18604651162791,16.9779349997262,2.58911081465814,0,0,-1.88861068510204,8.26070370835786,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","C6",30,2,"Light","1",43,20258,471.116279069767,514.07453643844,78.3956318512585,291,673.5,317.460840641301,624.771717498234,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","C7",31,1,"Light","1",43,16182,376.325581395349,598.174672726885,91.2207824000236,26,554.5,197.532847891302,555.118314899395,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","C7",31,2,"Light","1",43,2632,61.2093023255814,197.215806154377,30.0751284855346,0,0,2.26205049393367,120.156554157229,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","C8",32,1,"Light","1",43,0,0,0,0,0,0,0,0,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","C8",32,2,"Light","1",43,0,0,0,0,0,0,0,0,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","C9",33,1,"Light","1",43,2,0.0465116279069767,0.213082632316446,0.0324947967909661,0,0,-0.0171781738033169,0.11020142961727,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","C9",33,2,"Light","1",43,716,16.6511627906977,103.988067932938,15.8580316914228,0,0,-14.4305793244909,47.7329049058863,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","C10",34,1,"Light","1",43,0,0,0,0,0,0,0,0,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","C10",34,2,"Light","1",43,2721,63.2790697674419,138.9503723639,21.1897331326778,3,58.5,21.7471928273934,104.81094670749,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","C11",35,1,"Light","1",43,0,0,0,0,0,0,0,0,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","C11",35,2,"Light","1",43,7348,170.883720930233,531.760204160374,81.092670894231,0,0,11.9420859775399,329.825355882925,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","C12",36,1,"Light","1",43,871,20.2558139534884,92.8160220731764,14.1543106701189,0,0,-7.48663495994463,47.9982628669214,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","C12",36,2,"Light","1",43,1067,24.8139534883721,86.1331349918346,13.13517994452,0,7,-0.930999202887133,50.5589061796313,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","D1",37,1,"Light","1",43,894,20.7906976744186,77.1126443030352,11.7595680107795,0,0,-2.25805562670928,43.8394509755465,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","D1",37,2,"Light","1",43,3219,74.8604651162791,156.675366738475,23.892769433954,45,81,28.0306370257293,121.690293206829,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","D2",38,1,"Light","1",43,23977,557.604651162791,523.112622834058,79.773927105133,498,404.5,401.24775403673,713.961548288851,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","D2",38,2,"Light","1",43,149,3.46511627906977,22.2585979505505,3.3944043650672,0,0,-3.18791627646195,10.1181488346015,86.938226744186,128.82391521314,22.773066006553
"Mut1","D3",39,1,"Light","1",43,0,0,0,0,0,0,0,0,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","D3",39,2,"Light","1",43,741,17.2325581395349,113.00144061646,17.2325581395349,0,0,-16.5432558139535,51.0083720930233,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","D4",40,1,"Light","1",43,4407,102.488372093023,309.313323354216,47.1698395963446,0,0,10.0354864841879,194.941257701859,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","D4",40,2,"Light","1",43,2384,55.4418604651163,124.756582482235,19.0252004681225,0,31.5,18.1524675475961,92.7312533826364,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","D5",41,1,"Light","1",43,0,0,0,0,0,0,0,0,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","D5",41,2,"Light","1",43,9233,214.720930232558,603.719279040208,92.0663269358625,0,19.5,34.2709294382676,395.170931026849,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","D6",42,1,"Light","1",43,0,0,0,0,0,0,0,0,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","D6",42,2,"Light","1",43,9997,232.488372093023,707.266884768504,107.857188770792,0,6.5,21.0882821022712,443.888462083775,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","D7",43,1,"Light","1",43,16382,380.976744186047,418.131472168406,63.7644517167492,367,531.5,255.998418821218,505.955069550875,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","D7",43,2,"Light","1",43,765,17.7906976744186,84.8055361342965,12.9327230167703,0,0,-7.55743943845111,43.1388347872883,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","D8",44,1,"Light","1",43,5444,126.604651162791,539.232529554952,82.2321898339642,0,0,-34.5704409117792,287.779743237361,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","D8",44,2,"Light","1",43,226,5.25581395348837,33.2380254293295,5.0687513586515,0,0,-4.67893870946858,15.1905666164453,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","D9",45,1,"Light","1",43,12185,283.372093023256,449.220013083833,68.5054097600784,38,434,149.101489893502,417.64269615301,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","D9",45,2,"Light","1",43,7975,185.46511627907,488.505658632587,74.4964145408569,0,213.5,39.4521437789902,331.478088779149,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","D10",46,1,"Light","1",43,1833,42.6279069767442,139.50781225024,21.2747419183911,0,0,0.929412816697685,84.3264011367907,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","D10",46,2,"Light","1",43,2846,66.1860465116279,170.801786515408,26.0470282538544,0,1,15.1338711340732,117.238221889183,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","D11",47,1,"Light","1",43,444,10.3255813953488,67.7093652276765,10.3255813953488,0,0,-9.91255813953488,30.5637209302326,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","D11",47,2,"Light","1",43,3377,78.5348837209302,237.519958944527,36.2214541644994,0,0,7.54083355851147,149.528933883349,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","D12",48,1,"Light","1",43,3494,81.2558139534884,201.938709822849,30.7953645427952,0,0,20.8968994496097,141.614728457367,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","D12",48,2,"Light","1",43,0,0,0,0,0,0,0,0,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","E1",49,1,"Light","1",43,3965,92.2093023255814,375.24129114221,57.2237604289478,0,0,-19.9492681151562,204.367872766319,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","E1",49,2,"Light","1",43,5621,130.720930232558,257.086545144533,39.20533058629,0,78.5,53.8784822834298,207.563378181686,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","E2",50,1,"Light","1",43,540,12.5581395348837,82.3492279796065,12.5581395348837,0,0,-12.0558139534884,37.1720930232558,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","E2",50,2,"Light","1",43,1471,34.2093023255814,188.852494485276,28.7997354127507,0,0,-22.23817908341,90.6567837345727,86.938226744186,128.82391521314,22.773066006553
"Mut1","E3",51,1,"Light","1",43,10451,243.046511627907,397.600718206713,60.6335410897405,0,345.5,124.204771092016,361.888252163798,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","E3",51,2,"Light","1",43,0,0,0,0,0,0,0,0,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","E4",52,1,"Light","1",43,876,20.3720930232558,133.588747611362,20.3720930232558,0,0,-19.5572093023256,60.3013953488372,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","E4",52,2,"Light","1",43,1053,24.4883720930233,143.055828611307,21.8158093409705,0,0,-18.270614215279,67.2473584013255,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","E5",53,1,"Light","1",43,326,7.58139534883721,37.3543090891861,5.69647873186311,0,0,-3.58370296561448,18.7464936632889,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","E5",53,2,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","E6",54,1,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","E6",54,2,"Light","1",43,4,0.0930232558139535,0.609994281330419,0.0930232558139535,0,0,-0.0893023255813953,0.275348837209302,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","E7",55,1,"Light","1",43,897,20.8604651162791,95.5780861005056,14.5755214854537,0,0,-7.70755699521018,49.4284872277683,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","E7",55,2,"Light","1",43,103,2.3953488372093,11.2570391414687,1.71668237525215,0,0,-0.969348618284906,5.76004629270351,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","E8",56,1,"Light","1",43,0,0,0,0,0,0,0,0,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","E8",56,2,"Light","1",43,2602,60.5116279069767,162.942053984877,24.8484302797519,0,11,11.8087045586631,109.21455125529,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","E9",57,1,"Light","1",43,10008,232.744186046512,486.379730791608,74.1722135844773,0,181.5,87.3666474209361,378.121724672087,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","E9",57,2,"Light","1",43,990,23.0232558139535,108.989839712589,16.6207947369496,0,0,-9.55350187046767,55.6000134983747,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","E10",58,1,"Light","1",43,566,13.1627906976744,60.3343581467389,9.20090335931302,0,0,-4.87097988657911,31.1965612819279,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","E10",58,2,"Light","1",43,331,7.69767441860465,35.2747953210092,5.37935585522915,0,0,-2.84586305764449,18.2412118948538,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","E11",59,1,"Light","1",43,3938,91.5813953488372,226.112406997066,34.4818188015165,0,0,23.9970304978648,159.16576019981,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","E11",59,2,"Light","1",43,25,0.581395348837209,1.88012864478212,0.28671693037065,0,0,0.0194301653107352,1.14336053236368,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","E12",60,1,"Light","1",43,0,0,0,0,0,0,0,0,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","E12",60,2,"Light","1",43,4433,103.093023255814,312.301503736182,47.6255328324903,0,0,9.74697890413292,196.439067607495,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","F1",61,1,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","F1",61,2,"Light","1",43,8627,200.627906976744,517.028829593891,78.8461573338083,0,5.5,46.0894386024798,355.166375351009,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","F2",62,1,"Light","1",43,0,0,0,0,0,0,0,0,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","F2",62,2,"Light","1",43,15,0.348837209302326,1.46195760687401,0.222946444935163,0,0,-0.0881378227705938,0.785812241375245,86.938226744186,128.82391521314,22.773066006553
"Mut1","F3",63,1,"Light","1",43,3194,74.2790697674419,280.619580281222,42.794084800222,0,1,-9.59733644099319,158.155475975877,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","F3",63,2,"Light","1",43,1535,35.6976744186046,132.981297446872,20.2794577416228,0,0,-4.05006275497603,75.4454115921853,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","F4",64,1,"Light","1",43,2105,48.953488372093,209.304739496354,31.9186735370323,0,0,-13.6071117604903,111.514088504676,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","F4",64,2,"Light","1",43,8197,190.627906976744,498.464978148669,76.015196528545,0,89.5,41.6381217807959,339.617692172693,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","F5",65,1,"Light","1",43,11,0.255813953488372,1.17702254005633,0.179494254607842,0,0,-0.095994785542998,0.607622692519742,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","F5",65,2,"Light","1",43,720,16.7441860465116,109.798970639475,16.7441860465116,0,0,-16.0744186046512,49.5627906976744,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","F6",66,1,"Light","1",43,0,0,0,0,0,0,0,0,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","F6",66,2,"Light","1",43,14,0.325581395348837,2.13497998465647,0.325581395348837,0,0,-0.312558139534884,0.963720930232558,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","F7",67,1,"Light","1",43,0,0,0,0,0,0,0,0,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","F7",67,2,"Light","1",43,14,0.325581395348837,1.37530828115628,0.209732546642925,0,0,-0.0854943960712964,0.736657186768971,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","F8",68,1,"Light","1",43,3102,72.1395348837209,136.898568881063,20.8768360349418,0,83.5,31.220936255235,113.058133512207,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","F8",68,2,"Light","1",43,2775,64.5348837209302,269.122237126659,41.0407564065277,0,0,-15.904998835864,144.974766277725,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","F9",69,1,"Light","1",43,0,0,0,0,0,0,0,0,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","F9",69,2,"Light","1",43,28,0.651162790697674,2.85259882288008,0.435017242221682,0,0,-0.201471004056823,1.50379658545217,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","F10",70,1,"Light","1",43,4056,94.3255813953488,201.716175063856,30.7614283101994,0,0,34.0331819073581,154.61798088334,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","F10",70,2,"Light","1",43,138,3.2093023255814,11.6467002061587,1.77610513053166,0,0,-0.271863730260649,6.69046838142344,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","F11",71,1,"Light","1",43,643,14.953488372093,72.3993401339214,11.040795863447,0,0,-6.68647152026306,36.5934482644491,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","F11",71,2,"Light","1",43,1552,36.093023255814,215.737143186254,32.8996059035441,0,0,-28.3902043151325,100.57625082676,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","F12",72,1,"Light","1",43,0,0,0,0,0,0,0,0,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","F12",72,2,"Light","1",43,463,10.7674418604651,70.606838063996,10.7674418604651,0,0,-10.3367441860465,31.8716279069767,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","G1",73,1,"Light","1",43,1018,23.6744186046512,90.3442413718699,13.7773676469939,0,2.5,-3.32922198345692,50.6780591927592,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","G1",73,2,"Light","1",43,21048,489.488372093023,506.330184577172,77.2146292642626,395,594,338.147698735069,640.829045450978,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","G2",74,1,"Light","1",43,3989,92.7674418604651,351.272098929245,53.5684928844431,0,0,-12.2268041930434,197.761687913974,86.938226744186,128.82391521314,22.773066006553
"WT+DMSO","G2",74,2,"Light","1",43,4938,114.837209302326,192.07574525649,29.2912765471843,0,125,57.4263072698443,172.248111334807,86.938226744186,128.82391521314,22.773066006553
"Mut1","G3",75,1,"Light","1",43,375,8.72093023255814,55.016588659108,8.38995111509096,0,0,-7.72337395302015,25.1652344181364,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","G3",75,2,"Light","1",43,1600,37.2093023255814,73.6205063757746,11.227021969468,0,1,15.204339265424,59.2142653857387,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","G4",76,1,"Light","1",43,22,0.511627906976744,2.10862280741828,0.321561963502011,0,0,-0.118633541487198,1.14188935544069,60.9803779069767,86.4322006520799,15.2791987984905
"Mut1","G4",76,2,"Light","1",43,41,0.953488372093023,4.820361023686,0.735098164599125,0,0,-0.487304030521262,2.39428077470731,60.9803779069767,86.4322006520799,15.2791987984905
"Mut2","G5",77,1,"Light","1",43,44,1.02325581395349,4.13745016999499,0.630955235746628,0,0,-0.213416448109903,2.25992807601688,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","G5",77,2,"Light","1",43,68,1.58139534883721,5.91701564955854,0.902336427193326,0,0,-0.18718404846171,3.34997474613613,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","G6",78,1,"Light","1",43,0,0,0,0,0,0,0,0,64.1533430232558,130.940108659137,23.1471596905447
"Mut2","G6",78,2,"Light","1",43,1538,35.7674418604651,169.239171027179,25.80873162592,0,0,-14.8176721263381,86.3525558472683,64.1533430232558,130.940108659137,23.1471596905447
"Mut3","G7",79,1,"Light","1",43,34,0.790697674418605,2.65076933607768,0.404238534033354,0,0,-0.0016098522867688,1.58300520112398,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","G7",79,2,"Light","1",43,8,0.186046511627907,0.663892344739874,0.101242633427592,0,0,-0.0123890498901725,0.384482073145986,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","G8",80,1,"Light","1",43,1976,45.953488372093,195.307688080259,29.7841432072058,0,0,-12.4234323140304,104.330409058216,66.0327034883721,102.178566021055,18.0627892313513
"Mut3","G8",80,2,"Light","1",43,4609,107.186046511628,309.631674875777,47.2183877482458,0,4.5,14.6380065250661,199.73408649819,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","G9",81,1,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","G9",81,2,"Light","1",43,6351,147.697674418605,185.547392852777,28.2957121389907,25,260,92.2380786261829,203.157270211026,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","G10",82,1,"Light","1",43,4283,99.6046511627907,325.500357657245,49.6383391854814,0,0,2.31350635924724,196.895795966334,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","G10",82,2,"Light","1",43,4582,106.558139534884,196.61120715109,29.9829280019087,0,103,47.7916006511426,165.324678418625,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","G11",83,1,"Light","1",43,873,20.3023255813953,97.5974567593412,14.8834726238977,0,0,-8.86928076144421,49.4739319242349,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","G11",83,2,"Light","1",43,137,3.18604651162791,11.5413455804472,1.76003870073273,0,0,-0.263629341808242,6.63572236506405,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","G12",84,1,"Light","1",43,690,16.046511627907,78.4871701642929,11.9691812395065,0,0,-7.41308360152583,39.5061068573398,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","G12",84,2,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","H1",85,1,"Light","1",43,2375,55.2325581395349,123.811269048096,18.8810415209002,0,0,18.2257167585705,92.2393995204992,86.938226744186,128.82391521314,22.773066006553
