"Condition","loc_coord","loc_id","plate","Phase","Group","seconds_total","exp_sums","mean","sd","sem","median","iqr","CI_lower","CI_upper","phase_con_mean","phase_con_sd","phase_con_sem"
"Mut1","F3",63,1,"600Hz","2",30,2782,92.7333333333333,255.263614022207,46.6045465034182,0,0,1.3884221866336,184.078244480033,273.171875,357.773440867149,63.2460065414013
"Mut1","F3",63,2,"600Hz","2",30,10,0.333333333333333,1.32178910450253,0.241324569600197,0,0,-0.139662823083053,0.806329489749719,273.171875,357.773440867149,63.2460065414013
"Mut1","F4",64,1,"600Hz","2",30,7395,246.5,555.353615213797,101.393234148214,0,276,47.7692610695012,445.230738930499,273.171875,357.773440867149,63.2460065414013
"Mut1","F4",64,2,"600Hz","2",30,220,7.33333333333333,27.9671399957205,5.10607781485369,0,0,-2.67457918377989,17.3412458504466,273.171875,357.773440867149,63.2460065414013
"Mut2","F5",65,1,"600Hz","2",30,252,8.4,37.0075481583103,6.7566229747551,0,0,-4.84298103052,21.64298103052,459.121875,496.68994126092,87.8032064031861
"Mut2","F5",65,2,"600Hz","2",30,1772,59.0666666666667,229.719459090991,41.940843214007,0,0,-23.137386032787,141.27071936612,459.121875,496.68994126092,87.8032064031861
"Mut2","F6",66,1,"600Hz","2",30,0,0,0,0,0,0,0,0,459.121875,496.68994126092,87.8032064031861
"Mut2","F6",66,2,"600Hz","2",30,3051,101.7,243.297625312617,44.4198658570534,0,3.5,14.6370629201753,188.762937079825,459.121875,496.68994126092,87.8032064031861
"Mut3","F7",67,1,"600Hz","2",30,15445,514.833333333333,349.894869268227,63.8817708845097,429,317.75,389.625062399694,640.041604266972,367.964583333333,315.695357320174,55.8075819875514
"Mut3","F7",67,2,"600Hz","2",30,10605,353.5,210.524427282818,38.4363259095519,326.5,190,278.164801217278,428.835198782722,367.964583333333,315.695357320174,55.8075819875514
"Mut3","F8",68,1,"600Hz","2",30,9221,307.366666666667,392.773557939039,71.7103125582581,221.5,371.25,166.814454052481,447.918879280852,367.964583333333,315.695357320174,55.8075819875514
"Mut3","F8",68,2,"600Hz","2",30,7773,259.1,206.677051092461,37.7338943339963,257,273.25,185.141567105367,333.058432894633,367.964583333333,315.695357320174,55.8075819875514
"Mut4","F9",69,1,"600Hz","2",30,9482,316.066666666667,298.510547764123,54.5003202212112,240,553,209.246039033093,422.887294300241,326.261458333333,377.111237034176,66.6644782421283
"Mut4","F9",69,2,"600Hz","2",30,5483,182.766666666667,158.248535066125,28.8920974492881,153.5,246.75,126.138155666062,239.395177667271,326.261458333333,377.111237034176,66.6644782421283
"Mut4","F10",70,1,"600Hz","2",30,18131,604.366666666667,476.98648020552,87.0854182778515,454.5,541,433.679246842078,775.054086491256,326.261458333333,377.111237034176,66.6644782421283
"Mut4","F10",70,2,"600Hz","2",30,2,0.0666666666666667,0.253708131702462,0.0463205555853101,0,0,-0.0241216222805411,0.157454955613874,326.261458333333,377.111237034176,66.6644782421283
"MUT+DMSO","F11",71,1,"600Hz","2",30,7636,254.533333333333,224.035978227226,40.9031863225959,258.5,292.75,174.363088141045,334.703578525621,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","F11",71,2,"600Hz","2",30,1443,48.1,263.454550159985,48.1,0,0,-46.176,142.376,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","F12",72,1,"600Hz","2",30,15241,508.033333333333,664.244111927148,121.273827930828,320.5,613,270.33663058891,745.730036077757,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","F12",72,2,"600Hz","2",30,2440,81.3333333333333,99.6678391504478,18.1967745868323,20.5,159.5,45.6676551431421,116.999011523525,277.6,269.085428467652,47.5680327969912
"WT+DMSO","G1",73,1,"600Hz","2",30,20481,682.7,438.170109463877,79.9985509926245,629.5,689.25,525.902840054456,839.497159945544,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","G1",73,2,"600Hz","2",30,6802,226.733333333333,162.17932461733,29.6097581512882,199.5,255,168.698207356808,284.768459309858,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","G2",74,1,"600Hz","2",30,21295,709.833333333333,518.296618798031,94.6275831981125,590.5,629.75,524.363270265033,895.303396401634,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","G2",74,2,"600Hz","2",30,7395,246.5,148.571531593371,27.1253264189269,245.5,220,193.334360218903,299.665639781097,319.597916666667,234.000945060969,41.3659137641679
"Mut1","G3",75,1,"600Hz","2",30,21890,729.666666666667,573.890734123355,104.777633540854,602.5,395.5,524.302504926593,935.03082840674,273.171875,357.773440867149,63.2460065414013
"Mut1","G3",75,2,"600Hz","2",30,3884,129.466666666667,204.074653908358,37.2587637868892,0,240.75,56.4394896443639,202.493843688969,273.171875,357.773440867149,63.2460065414013
"Mut1","G4",76,1,"600Hz","2",30,52467,1748.9,535.79321474382,97.8220099577999,1718,644,1557.16886048271,1940.63113951729,273.171875,357.773440867149,63.2460065414013
"Mut1","G4",76,2,"600Hz","2",30,11468,382.266666666667,273.296470741099,49.8968806371501,289.5,247,284.468780617852,480.064552715481,273.171875,357.773440867149,63.2460065414013
"Mut2","G5",77,1,"600Hz","2",30,60017,2000.56666666667,638.292640880575,116.535759233278,1989,781.25,1772.15657856944,2228.97675476389,459.121875,496.68994126092,87.8032064031861
"Mut2","G5",77,2,"600Hz","2",30,230,7.66666666666667,27.0826746162157,4.94459726829131,0,0,-2.0247439791843,17.3580773125176,459.121875,496.68994126092,87.8032064031861
"Mut2","G6",78,1,"600Hz","2",30,41911,1397.03333333333,920.034837546302,167.974611404904,1181.5,812,1067.80309497972,1726.26357168694,459.121875,496.68994126092,87.8032064031861
"Mut2","G6",78,2,"600Hz","2",30,3118,103.933333333333,131.36548996606,23.9839473773765,58.5,167.75,56.9247964736754,150.941870192991,459.121875,496.68994126092,87.8032064031861
"Mut3","G7",79,1,"600Hz","2",30,39274,1309.13333333333,539.997556401453,98.5896142129146,1254.5,602,1115.89768947602,1502.36897719065,367.964583333333,315.695357320174,55.8075819875514
"Mut3","G7",79,2,"600Hz","2",30,661,22.0333333333333,116.556182496515,21.2801501233434,0,0,-19.6757609084197,63.7424275750863,367.964583333333,315.695357320174,55.8075819875514
"Mut3","G8",80,1,"600Hz","2",30,21344,711.466666666667,678.620036561689,123.898500666606,516.5,611,468.625605360119,954.307727973214,367.964583333333,315.695357320174,55.8075819875514
"Mut3","G8",80,2,"600Hz","2",30,4537,151.233333333333,303.776083975356,55.461671207962,0,213.75,42.5284577657279,259.938208900939,367.964583333333,315.695357320174,55.8075819875514
"Mut4","G9",81,1,"600Hz","2",30,10806,360.2,300.85618055694,54.9285722186278,312.5,322.5,252.539998451489,467.86000154851,326.261458333333,377.111237034176,66.6644782421283
"Mut4","G9",81,2,"600Hz","2",30,8740,291.333333333333,217.022219319039,39.6226550002903,233.5,216.25,213.672929532764,368.993737133902,326.261458333333,377.111237034176,66.6644782421283
"Mut4","G10",82,1,"600Hz","2",30,16484,549.466666666667,424.369449754642,77.4789067822242,536,431.75,397.608009373507,701.325323959826,326.261458333333,377.111237034176,66.6644782421283
"Mut4","G10",82,2,"600Hz","2",30,7883,262.766666666667,282.515508678158,51.5800389826911,204,191.25,161.669790260592,363.863543072741,326.261458333333,377.111237034176,66.6644782421283
"MUT+DMSO","G11",83,1,"600Hz","2",30,18823,627.433333333333,512.214306128108,93.5171099144071,543,745.75,444.139797901095,810.726868765571,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","G11",83,2,"600Hz","2",30,4793,159.766666666667,130.500808118342,23.826078793023,137,179.75,113.067552232342,206.465781100992,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","G12",84,1,"600Hz","2",30,18542,618.066666666667,457.819113001942,83.5859518160568,573.5,515.75,454.238201107195,781.895132226138,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","G12",84,2,"600Hz","2",30,6153,205.1,148.444660535094,27.102163038756,201,132.75,151.979760444038,258.220239555962,277.6,269.085428467652,47.5680327969912
"WT+DMSO","H1",85,1,"600Hz","2",30,21992,733.066666666667,541.185412381665,98.8064860513911,641.5,588.5,539.40595400594,926.727379327393,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","H1",85,2,"600Hz","2",30,8246,274.866666666667,362.162540507886,66.1215309731826,190,377.25,145.268465959229,404.464867374105,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","H2",86,1,"600Hz","2",30,6256,208.533333333333,357.032572003262,65.1849311500913,69,263.5,80.7708682791544,336.295798387512,319.597916666667,234.000945060969,41.3659137641679
"WT+DMSO","H2",86,2,"600Hz","2",30,3873,129.1,360.190500362966,65.7614873492898,0,2,0.207484795391935,257.992515204608,319.597916666667,234.000945060969,41.3659137641679
"Mut1","H3",87,1,"600Hz","2",30,23511,783.7,543.847097553385,99.2924410545673,761,731.5,589.086815533048,978.313184466952,273.171875,357.773440867149,63.2460065414013
"Mut1","H3",87,2,"600Hz","2",30,1122,37.4,102.608260741588,18.7336196648466,0,0.75,0.682105456900707,74.1178945430993,273.171875,357.773440867149,63.2460065414013
"Mut1","H4",88,1,"600Hz","2",30,13780,459.333333333333,378.572849394737,69.1176297575012,472.5,718.5,323.862779008631,594.803887658036,273.171875,357.773440867149,63.2460065414013
"Mut1","H4",88,2,"600Hz","2",30,4,0.133333333333333,0.571346463723366,0.104313115444032,0,0,-0.0711203729369684,0.337787039603635,273.171875,357.773440867149,63.2460065414013
"Mut2","H5",89,1,"600Hz","2",30,31333,1044.43333333333,1076.42529997988,196.527472756082,759.5,1383.25,659.239486731412,1429.62717993525,459.121875,496.68994126092,87.8032064031861
"Mut2","H5",89,2,"600Hz","2",30,4554,151.8,245.510502619647,44.8238801297373,0,293.25,63.9451949457149,239.654805054285,459.121875,496.68994126092,87.8032064031861
"Mut2","H6",90,1,"600Hz","2",30,20415,680.5,660.763808289186,120.638414327669,437,1085.25,444.048707917769,916.951292082231,459.121875,496.68994126092,87.8032064031861
"Mut2","H6",90,2,"600Hz","2",30,9213,307.1,567.601933728572,103.629460928897,0,379.5,103.986256579362,510.213743420638,459.121875,496.68994126092,87.8032064031861
"Mut3","H7",91,1,"600Hz","2",30,14125,470.833333333333,579.792417272283,105.855128536826,365.5,591.5,263.357281401155,678.309385265512,367.964583333333,315.695357320174,55.8075819875514
"Mut3","H7",91,2,"600Hz","2",30,6,0.2,0.924755326447544,0.168836450822791,0,0,-0.130919443612671,0.530919443612671,367.964583333333,315.695357320174,55.8075819875514
"Mut3","H8",92,1,"600Hz","2",30,16456,548.533333333333,303.27655904202,55.3704708499539,545,494,440.007210467424,657.059456199243,367.964583333333,315.695357320174,55.8075819875514
"Mut3","H8",92,2,"600Hz","2",30,7187,239.566666666667,214.992491181362,39.2520790380874,159.5,241,162.632591752015,316.500741581318,367.964583333333,315.695357320174,55.8075819875514
"Mut4","H9",93,1,"600Hz","2",30,10219,340.633333333333,442.020009168982,80.7014432968306,286.5,269,182.458504471545,498.808162195121,326.261458333333,377.111237034176,66.6644782421283
"Mut4","H9",93,2,"600Hz","2",30,3726,124.2,186.828226472598,34.110011339242,69.5,169.75,57.3443777750857,191.055622224914,326.261458333333,377.111237034176,66.6644782421283
"Mut4","H10",94,1,"600Hz","2",30,11048,368.266666666667,305.457817318398,55.7687123038595,319.5,301.5,258.959990551102,477.573342782231,326.261458333333,377.111237034176,66.6644782421283
"Mut4","H10",94,2,"600Hz","2",30,2711,90.3666666666667,226.472725515235,41.3480734747899,0,4.25,9.32444265607836,171.408890677255,326.261458333333,377.111237034176,66.6644782421283
"MUT+DMSO","H11",95,1,"600Hz","2",30,5390,179.666666666667,197.802118696741,36.1135607775064,181.5,295.5,108.884087542754,250.449245790579,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","H11",95,2,"600Hz","2",30,5907,196.9,297.040035615775,54.2318426629659,33.5,263.75,90.6055883805868,303.194411619413,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","H12",96,1,"600Hz","2",30,2734,91.1333333333333,145.226038639256,26.5145257666124,0,175.25,39.164862830773,143.101803835894,277.6,269.085428467652,47.5680327969912
"MUT+DMSO","H12",96,2,"600Hz","2",30,3412,113.733333333333,139.782326674636,25.5206444867514,54,165.25,63.7128701393005,163.753796527366,277.6,269.085428467652,47.5680327969912
"WT+DMSO","A1",1,1,"200Hz","2",30,17419,580.633333333333,340.924957192608,62.2440964902915,531.5,540.25,458.634904212362,702.631762454305,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","A1",1,2,"200Hz","2",30,8271,275.7,338.118949687726,61.7317919546406,200,346.25,154.705687768904,396.694312231096,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","A2",2,1,"200Hz","2",30,2742,91.4,140.440833044407,25.6408707510795,0,167.75,41.1438933278842,141.656106672116,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","A2",2,2,"200Hz","2",30,3548,118.266666666667,302.578223950759,55.2429728892268,0,44.5,9.99043980378214,226.542893529551,343.455208333333,287.534732651481,50.8294398211308
"Mut1","A3",3,1,"200Hz","2",30,18411,613.7,622.968375242054,113.737943910805,457,596,390.773629934822,836.626370065178,267.914583333333,335.077019759856,59.2338082229932
"Mut1","A3",3,2,"200Hz","2",30,4437,147.9,221.284705051332,40.4008748624974,63,185.75,68.7142852695052,227.085714730495,267.914583333333,335.077019759856,59.2338082229932
"Mut1","A4",4,1,"200Hz","2",30,0,0,0,0,0,0,0,0,267.914583333333,335.077019759856,59.2338082229932
"Mut1","A4",4,2,"200Hz","2",30,6581,219.366666666667,346.676086852558,63.2941043055887,2,365.75,95.3102222277128,343.423111105621,267.914583333333,335.077019759856,59.2338082229932
"Mut2","A5",5,1,"200Hz","2",30,2139,71.3,180.343188164237,32.9260107499838,0,0,6.76501893003184,135.834981069968,442.31875,488.299548755184,86.3199805437804
"Mut2","A5",5,2,"200Hz","2",30,9994,333.133333333333,167.886811897765,30.6517979946775,332.5,199,273.055809263765,393.210857402901,442.31875,488.299548755184,86.3199805437804
"Mut2","A6",6,1,"200Hz","2",30,7545,251.5,347.529284303173,63.4498761354914,179,354.75,127.138242774437,375.861757225563,442.31875,488.299548755184,86.3199805437804
"Mut2","A6",6,2,"200Hz","2",30,6364,212.133333333333,179.860047763836,32.8378017847364,183,211.5,147.77124183525,276.495424831417,442.31875,488.299548755184,86.3199805437804
"Mut3","A7",7,1,"200Hz","2",30,6802,226.733333333333,322.756653643677,58.9270332618413,74.5,325.75,111.236348140124,342.230318526542,373.142708333333,377.47331043199,66.7284843808488
"Mut3","A7",7,2,"200Hz","2",30,14264,475.466666666667,389.926140957873,71.1904477211886,433.5,556.5,335.933389133137,614.999944200196,373.142708333333,377.47331043199,66.7284843808488
"Mut3","A8",8,1,"200Hz","2",30,9296,309.866666666667,251.659832441269,45.9465890153512,247.5,305.5,219.811352196578,399.921981136755,373.142708333333,377.47331043199,66.7284843808488
"Mut3","A8",8,2,"200Hz","2",30,7896,263.2,212.382283825084,38.7755225551544,220,278.75,187.199975791897,339.200024208103,373.142708333333,377.47331043199,66.7284843808488
"Mut4","A9",9,1,"200Hz","2",30,26658,888.6,546.323865044573,99.7446348627737,749,808.75,693.100515668964,1084.09948433104,338.033333333333,405.581419728116,71.6973430532545
"Mut4","A9",9,2,"200Hz","2",30,1808,60.2666666666667,112.620489754945,20.5615942253543,0,9.5,19.9659419849723,100.567391348361,338.033333333333,405.581419728116,71.6973430532545
"Mut4","A10",10,1,"200Hz","2",30,15008,500.266666666667,545.157106955754,99.531614954641,367,230.75,305.18470135557,695.348631977763,338.033333333333,405.581419728116,71.6973430532545
"Mut4","A10",10,2,"200Hz","2",30,905,30.1666666666667,79.2699809830775,14.4726522391457,0,0,1.8002682779411,58.5330650553922,338.033333333333,405.581419728116,71.6973430532545
"MUT+DMSO","A11",11,1,"200Hz","2",30,17273,575.766666666667,495.989410574761,90.554862818496,447,551.5,398.279135542415,753.254197790919,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","A11",11,2,"200Hz","2",30,6460,215.333333333333,265.907986851212,48.5479342063987,129.5,338.5,120.179382288792,310.487284377875,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","A12",12,1,"200Hz","2",30,9909,330.3,504.651272560123,92.1362952182891,0,587,149.712861372153,510.887138627847,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","A12",12,2,"200Hz","2",30,16046,534.866666666667,469.246257922972,85.6722534964331,484,825.5,366.949049813658,702.784283519675,304.307291666667,289.067240845556,51.1003515551944
"WT+DMSO","B1",13,1,"200Hz","2",30,9029,300.966666666667,347.312388783209,63.4102766125226,212.5,302.75,176.682524506122,425.250808827211,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","B1",13,2,"200Hz","2",30,5848,194.933333333333,315.945535827293,57.6834989718884,0,396.5,81.8736753484321,307.992991318235,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","B2",14,1,"200Hz","2",30,8400,280,407.343200211591,74.3703531340773,186.5,355,134.234107857209,425.765892142791,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","B2",14,2,"200Hz","2",30,4817,160.566666666667,326.995590324937,59.7009536752287,11.5,222,43.5527974632185,277.580535870115,343.455208333333,287.534732651481,50.8294398211308
"Mut1","B3",15,1,"200Hz","2",30,18795,626.5,580.639050440591,106.009701898231,388,588,418.720984279468,834.279015720532,267.914583333333,335.077019759856,59.2338082229932
"Mut1","B3",15,2,"200Hz","2",30,385,12.8333333333333,69.1610231737268,12.6270174974626,0,0,-11.9156209616933,37.58228762836,267.914583333333,335.077019759856,59.2338082229932
"Mut1","B4",16,1,"200Hz","2",30,15834,527.8,758.209979104597,138.429569627036,241,397,256.478043531009,799.121956468991,267.914583333333,335.077019759856,59.2338082229932
"Mut1","B4",16,2,"200Hz","2",30,6362,212.066666666667,139.710521740696,25.5075347593984,203,160.25,162.071898538246,262.061434795087,267.914583333333,335.077019759856,59.2338082229932
"Mut2","B5",17,1,"200Hz","2",30,33791,1126.36666666667,725.331908963696,132.426882739233,1120.5,1331.75,866.809976497769,1385.92335683556,442.31875,488.299548755184,86.3199805437804
"Mut2","B5",17,2,"200Hz","2",30,7037,234.566666666667,240.936489461482,43.9887834013865,148.5,391,148.348651199949,320.784682133384,442.31875,488.299548755184,86.3199805437804
"Mut2","B6",18,1,"200Hz","2",30,25466,848.866666666667,730.4365125393,133.35885158106,749,614.75,587.483317567789,1110.25001576554,442.31875,488.299548755184,86.3199805437804
"Mut2","B6",18,2,"200Hz","2",30,894,29.8,115.132427500114,21.0202092140468,0,0,-11.3996100595318,70.9996100595318,442.31875,488.299548755184,86.3199805437804
"Mut3","B7",19,1,"200Hz","2",30,6933,231.1,173.147405807685,31.61224664479,242.5,265.5,169.139996576212,293.060003423788,373.142708333333,377.47331043199,66.7284843808488
"Mut3","B7",19,2,"200Hz","2",30,4597,153.233333333333,221.680833528799,40.4731976967569,78,229,73.9058658476898,232.560800818977,373.142708333333,377.47331043199,66.7284843808488
"Mut3","B8",20,1,"200Hz","2",30,8812,293.733333333333,608.576175116591,111.110299690524,1.5,319.75,75.9571459399068,511.50952072676,373.142708333333,377.47331043199,66.7284843808488
"Mut3","B8",20,2,"200Hz","2",30,3549,118.3,241.16643987947,44.030766411733,0,164.75,31.9996978330033,204.600302166997,373.142708333333,377.47331043199,66.7284843808488
"Mut4","B9",21,1,"200Hz","2",30,43221,1440.7,773.989759800388,141.310550240226,1268.5,793.25,1163.73132152916,1717.66867847084,338.033333333333,405.581419728116,71.6973430532545
"Mut4","B9",21,2,"200Hz","2",30,2073,69.1,137.384773035693,25.0829130831256,0,56.5,19.9374903570739,118.262509642926,338.033333333333,405.581419728116,71.6973430532545
"Mut4","B10",22,1,"200Hz","2",30,10578,352.6,396.401016039618,72.372592767622,208,353,210.749718175461,494.450281824539,338.033333333333,405.581419728116,71.6973430532545
"Mut4","B10",22,2,"200Hz","2",30,7052,235.066666666667,216.169303593484,39.4669346061113,196,187.5,157.711474838689,312.421858494645,338.033333333333,405.581419728116,71.6973430532545
"MUT+DMSO","B11",23,1,"200Hz","2",30,4169,138.966666666667,210.435915928445,38.4201660210901,0,251.5,63.6631412653302,214.270192068003,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","B11",23,2,"200Hz","2",30,6552,218.4,237.211036551989,43.3086118695689,112.5,271.75,133.515120735645,303.284879264355,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","B12",24,1,"200Hz","2",30,17414,580.466666666667,403.757244694975,73.7156502251903,501,414,435.983992225294,724.94934110804,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","B12",24,2,"200Hz","2",30,333,11.1,41.5653619056159,7.58876210885725,0,1,-3.77397373336022,25.9739737333602,304.307291666667,289.067240845556,51.1003515551944
"WT+DMSO","C1",25,1,"200Hz","2",30,19651,655.033333333333,544.8991987346,99.4845275711436,567,460.5,460.043659293892,850.023007372775,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","C1",25,2,"200Hz","2",30,9764,325.466666666667,234.479428306303,42.8098907180925,321,238.5,241.559280859205,409.374052474128,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","C2",26,1,"200Hz","2",30,3393,113.1,410.552558691668,74.9562991456302,0,0,-33.8143463254351,260.014346325435,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","C2",26,2,"200Hz","2",30,9314,310.466666666667,710.411232695704,129.702752417496,5,406,56.249271928374,564.684061404959,343.455208333333,287.534732651481,50.8294398211308
"Mut1","C3",27,1,"200Hz","2",30,0,0,0,0,0,0,0,0,267.914583333333,335.077019759856,59.2338082229932
"Mut1","C3",27,2,"200Hz","2",30,7831,261.033333333333,234.736166399837,42.8567644664923,238,311.5,177.034074979008,345.032591687658,267.914583333333,335.077019759856,59.2338082229932
"Mut1","C4",28,1,"200Hz","2",30,195,6.5,17.9880228351323,3.28414862390667,0,0,0.0630686971429348,12.9369313028571,267.914583333333,335.077019759856,59.2338082229932
"Mut1","C4",28,2,"200Hz","2",30,5110,170.333333333333,254.628103838457,46.4885187490301,35.5,286,79.2158365852343,261.450830081432,267.914583333333,335.077019759856,59.2338082229932
"Mut2","C5",29,1,"200Hz","2",30,45636,1521.2,726.273882033588,132.598862705547,1516.5,714.75,1261.30622909713,1781.09377090287,442.31875,488.299548755184,86.3199805437804
"Mut2","C5",29,2,"200Hz","2",30,6303,210.1,291.193661118957,53.1644455991226,105,186,105.89768662572,314.30231337428,442.31875,488.299548755184,86.3199805437804
"Mut2","C6",30,1,"200Hz","2",30,1936,64.5333333333333,254.627074613908,46.4883308391962,0,0,-26.5837951114912,155.650461778158,442.31875,488.299548755184,86.3199805437804
"Mut2","C6",30,2,"200Hz","2",30,4264,142.133333333333,184.889665762441,33.7560801958932,40,237.5,75.9714161493827,208.295250517284,442.31875,488.299548755184,86.3199805437804
"Mut3","C7",31,1,"200Hz","2",30,21586,719.533333333333,473.06628050108,86.3696910085026,658.5,661,550.248738956668,888.817927709998,373.142708333333,377.47331043199,66.7284843808488
"Mut3","C7",31,2,"200Hz","2",30,3139,104.633333333333,130.404274134875,23.8084541795862,31.5,170.75,57.9687631413444,151.297903525322,373.142708333333,377.47331043199,66.7284843808488
"Mut3","C8",32,1,"200Hz","2",30,0,0,0,0,0,0,0,0,373.142708333333,377.47331043199,66.7284843808488
"Mut3","C8",32,2,"200Hz","2",30,3,0.1,0.547722557505166,0.1,0,0,-0.096,0.296,373.142708333333,377.47331043199,66.7284843808488
"Mut4","C9",33,1,"200Hz","2",30,0,0,0,0,0,0,0,0,338.033333333333,405.581419728116,71.6973430532545
"Mut4","C9",33,2,"200Hz","2",30,15,0.5,1.45625878715715,0.265875262430362,0,0,-0.0211155143635092,1.02111551436351,338.033333333333,405.581419728116,71.6973430532545
"Mut4","C10",34,1,"200Hz","2",30,0,0,0,0,0,0,0,0,338.033333333333,405.581419728116,71.6973430532545
"Mut4","C10",34,2,"200Hz","2",30,543,18.1,52.5543068873883,9.59505979209057,0,0,-0.706317192497512,36.9063171924975,338.033333333333,405.581419728116,71.6973430532545
"MUT+DMSO","C11",35,1,"200Hz","2",30,7652,255.066666666667,331.391104841117,60.5034611593464,183,337.25,136.479882794348,373.653450538986,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","C11",35,2,"200Hz","2",30,2594,86.4666666666667,191.964747721596,35.0478075243022,0,0,17.7729639190343,155.160369414299,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","C12",36,1,"200Hz","2",30,7903,263.433333333333,372.21514758531,67.9568775258629,19.5,426.25,130.237853382642,396.628813284025,304.307291666667,289.067240845556,51.1003515551944
"MUT+DMSO","C12",36,2,"200Hz","2",30,6398,213.266666666667,212.527309942192,38.8020005804101,155,198.25,137.214745529063,289.31858780427,304.307291666667,289.067240845556,51.1003515551944
"WT+DMSO","D1",37,1,"200Hz","2",30,13444,448.133333333333,369.121392361443,67.3920376846925,377.5,197,316.044939471336,580.221727195331,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","D1",37,2,"200Hz","2",30,9746,324.866666666667,299.78920563638,54.7337701412001,265.5,386.5,217.588477189914,432.144856143419,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","D2",38,1,"200Hz","2",30,8298,276.6,304.534421360055,55.6001240385617,226,381,167.623756884419,385.576243115581,343.455208333333,287.534732651481,50.8294398211308
"WT+DMSO","D2",38,2,"200Hz","2",30,19,0.633333333333333,1.47352107817163,0.269026911157979,0,0,0.106040587463695,1.16062607920297,343.455208333333,287.534732651481,50.8294398211308
"Mut1","D3",39,1,"200Hz","2",30,472,15.7333333333333,59.0732644663611,10.7852531645648,0,0,-5.40576286921366,36.8724295358803,267.914583333333,335.077019759856,59.2338082229932
"Mut1","D3",39,2,"200Hz","2",30,2342,78.0666666666667,176.057775261092,32.143604978225,0,50,15.0652009093457,141.068132423988,267.914583333333,335.077019759856,59.2338082229932
"Mut1","D4",40,1,"200Hz","2",30,0,0,0,0,0,0,0,0,267.914583333333,335.077019759856,59.2338082229932
"Mut1","D4",40,2,"200Hz","2",30,1368,45.6,93.6967227925767,17.1066028792676,0,2.5,12.0710583566356,79.1289416433644,267.914583333333,335.077019759856,59.2338082229932
"Mut2","D5",41,1,"200Hz","2",30,15333,511.1,626.537521236551,114.389577834877,331.5,518,286.896427443641,735.303572556359,442.31875,488.299548755184,86.3199805437804
"Mut2","D5",41,2,"200Hz","2",30,8146,271.533333333333,213.173028851881,38.919892184625,221.5,292.75,195.250344651468,347.816322015198,442.31875,488.299548755184,86.3199805437804
"Mut2","D6",42,1,"200Hz","2",30,9551,318.366666666667,372.192709014669,67.9527808220969,199.5,379.75,185.179216255357,451.554117077977,442.31875,488.299548755184,86.3199805437804
"Mut2","D6",42,2,"200Hz","2",30,15,0.5,1.19625853508287,0.218405928090992,0,0,0.0719243809416567,0.928075619058343,442.31875,488.299548755184,86.3199805437804
"Mut3","D7",43,1,"200Hz","2",30,41331,1377.7,901.294438858491,164.553098372252,1078,1393.75,1055.17592719039,1700.22407280961,373.142708333333,377.47331043199,66.7284843808488
"Mut3","D7",43,2,"200Hz","2",30,3939,131.3,231.4123279284,42.2499173637225,0,189.5,48.4901619671039,214.109838032896,373.142708333333,377.47331043199,66.7284843808488
"Mut3","D8",44,1,"200Hz","2",30,10971,365.7,285.913195170167,52.2003688276925,378.5,364,263.387277097723,468.012722902277,373.142708333333,377.47331043199,66.7284843808488
"Mut3","D8",44,2,"200Hz","2",30,1630,54.3333333333333,207.444605540409,37.8740299624145,0,0,-19.8997653929991,128.566432059666,373.142708333333,377.47331043199,66.7284843808488
"Mut4","D9",45,1,"200Hz","2",30,33610,1120.33333333333,605.007627956092,110.458775098082,889,937.5,903.834134141093,1336.83253252557,338.033333333333,405.581419728116,71.6973430532545
