"Condition","time","Phase","Group","n_samples","exp_sums","mean","median","iqr","sd","sem","CI_lower","CI_upper"
"WT+DMSO",1,"Dark","1",32,14470,452.1875,243.5,420,583.083208663915,103.075522710566,250.15947548729,654.21552451271
"WT+DMSO",2,"Dark","1",32,12122,378.8125,215,439,401.900841365532,71.0467025735366,239.560962955868,518.064037044132
"WT+DMSO",3,"Dark","1",32,14277,446.15625,222,481,722.473042665975,127.716396923397,195.832112030141,696.480387969859
"WT+DMSO",4,"Dark","1",32,12088,377.75,158.5,419.75,646.927577339675,114.361719218367,153.601030332,601.898969668
"WT+DMSO",5,"Dark","1",32,19711,615.96875,401.5,465.25,985.659971611456,174.24171246765,274.454993563406,957.482506436594
"WT+DMSO",6,"Dark","1",32,14275,446.09375,243.5,523.25,656.579472593109,116.067949364619,218.600569245348,673.586930754652
"WT+DMSO",7,"Dark","1",32,11279,352.46875,150,339,613.398780165126,108.434609256579,139.936915857105,565.000584142895
"WT+DMSO",8,"Dark","1",32,10126,316.4375,250.5,473,300.413901304141,53.1061766937161,212.349393680316,420.525606319684
"WT+DMSO",9,"Dark","1",32,15048,470.25,246,694.75,482.438095644438,85.2838122332266,303.093728022876,637.406271977124
"WT+DMSO",10,"Dark","1",32,13257,414.28125,299,524.75,441.519461038589,78.050351231554,261.302561586154,567.259938413846
"WT+DMSO",11,"Dark","1",32,11074,346.0625,244.5,481,386.929679157471,68.4001499936457,211.998206012455,480.126793987546
"WT+DMSO",12,"Dark","1",32,16388,512.125,317.5,687.25,644.881121828142,113.999953575967,288.685090991105,735.564909008895
"WT+DMSO",13,"Dark","1",32,18285,571.40625,354,748.25,649.660946776185,114.844915234378,346.310216140619,796.502283859381
"WT+DMSO",14,"Dark","1",32,12626,394.5625,254.5,434.5,507.307626816123,89.6801657673337,218.789375096026,570.335624903974
"WT+DMSO",15,"Dark","1",32,11984,374.5,185.5,411.75,506.57770158381,89.5511319969518,198.979781285975,550.020218714026
"WT+DMSO",16,"Dark","1",32,13731,429.09375,355,427.75,349.87420406391,61.8496055639592,307.86852309464,550.31897690536
"WT+DMSO",17,"Dark","1",32,13638,426.1875,260.5,691.75,487.022582605511,86.0942426878356,257.442784331842,594.932215668158
"WT+DMSO",18,"Dark","1",32,20190,630.9375,470,723.5,678.048762995701,119.863219572353,396.005589638189,865.869410361811
"WT+DMSO",19,"Dark","1",32,17028,532.125,288.5,573.25,629.298265095029,111.245267659406,314.084275387564,750.165724612436
"WT+DMSO",20,"Dark","1",32,16439,513.71875,383,632,460.026663629403,81.3219933447435,354.327643044303,673.109856955697
"WT+DMSO",21,"Dark","1",32,10220,319.375,232,409.25,331.499014740909,58.601300319989,204.516451372821,434.233548627178
"WT+DMSO",22,"Dark","1",32,14696,459.25,280,382,575.099318210735,101.664156940643,259.98825239634,658.51174760366
"WT+DMSO",23,"Dark","1",32,16137,504.28125,321.5,473.25,525.44213237597,92.885923731042,322.224839487158,686.337660512842
"WT+DMSO",24,"Dark","1",32,12105,378.28125,328,430.25,390.983477447701,69.1167670587917,242.812386564768,513.750113435232
"WT+DMSO",25,"Dark","1",32,17743,554.46875,435.5,842.25,534.307691007115,94.4531478878144,369.340580139884,739.596919860116
"WT+DMSO",26,"Dark","1",32,13063,408.21875,345,623.5,367.204938329907,64.9132754945663,280.98873003065,535.44876996935
"WT+DMSO",27,"Dark","1",32,11801,368.78125,338.5,511.25,423.813161388517,74.9202900934822,221.937481416775,515.625018583225
"WT+DMSO",28,"Dark","1",32,11170,349.0625,110.5,513.5,590.388223148343,104.366879030218,144.503417100774,553.621582899226
"WT+DMSO",29,"Dark","1",32,11569,361.53125,265.5,544.25,398.065401043678,70.3686861084319,223.608625227474,499.453874772526
"WT+DMSO",30,"Dark","1",32,12010,375.3125,242,660.75,376.42867100533,66.5438164752271,244.886619708555,505.738380291445
"WT+DMSO",31,"Dark","1",32,6444,201.375,116,287.75,245.056116022433,43.3202103526749,116.467387708757,286.282612291243
"WT+DMSO",32,"Dark","1",32,15350,479.6875,251.5,490.75,623.746559238037,110.263855444748,263.570343328294,695.804656671706
"WT+DMSO",33,"Dark","1",32,10206,318.9375,186,553.5,377.216711693219,66.6831237037915,188.238577540569,449.636422459431
"WT+DMSO",34,"Dark","1",32,12405,387.65625,274.5,352,514.363785496846,90.9275301804006,209.438290846415,565.874209153585
"WT+DMSO",35,"Dark","1",32,11711,365.96875,181.5,545.75,508.976422825199,89.9751700109424,189.617416778553,542.320083221447
"WT+DMSO",36,"Dark","1",32,14476,452.375,337.5,658.75,444.931219766135,78.653470664559,298.214197497464,606.535802502536
"WT+DMSO",37,"Dark","1",32,12934,404.1875,300.5,565.25,440.536508501373,77.8765881303916,251.549387264433,556.825612735567
"WT+DMSO",38,"Dark","1",32,12221,381.90625,221.5,561,426.876907495856,75.4618890055656,234.000947549091,529.811552450909
"WT+DMSO",39,"Dark","1",32,16095,502.96875,332.5,596,637.922509419595,112.769833070534,281.939877181754,723.997622818246
"WT+DMSO",40,"Dark","1",32,10995,343.59375,238,518.25,332.191924643552,58.7237906427165,228.495120340276,458.692379659724
"WT+DMSO",41,"Dark","1",32,10323,322.59375,226.5,529.25,396.466803668719,70.0860913473766,185.225010959142,459.962489040858
"WT+DMSO",42,"Dark","1",32,14056,439.25,311.5,607.75,490.02442335446,86.6248981752416,269.465199576527,609.034800423473
"WT+DMSO",43,"Dark","1",32,13105,409.53125,192.5,462.5,527.030205682381,93.1666580820381,226.924600159205,592.137899840795
"WT+DMSO",44,"Dark","1",32,7401,231.28125,119.5,391.75,319.19032995044,56.425411699282,120.687443069407,341.875056930593
"WT+DMSO",45,"Dark","1",32,13230,413.4375,106.5,702,569.78880849866,100.725382583401,216.015750136533,610.859249863467
"WT+DMSO",46,"Dark","1",32,15796,493.625,273.5,826,547.568275312798,96.7973101590755,303.902272088212,683.347727911788
"WT+DMSO",47,"Dark","1",32,10286,321.4375,223.5,403.25,372.8554106595,65.9121473198569,192.249691253081,450.625308746919
"WT+DMSO",48,"Dark","1",32,10967,342.71875,252,358.25,415.035345123295,73.3685767421953,198.916339585297,486.521160414703
"WT+DMSO",49,"Dark","1",32,14767,461.46875,333,548.25,446.168634716559,78.8722167902057,306.879205091197,616.058294908803
"WT+DMSO",50,"Dark","1",32,15893,496.65625,221.5,557.25,696.318457426791,123.09287577796,255.394213475198,737.918286524802
"WT+DMSO",51,"Dark","1",32,12319,384.96875,235.5,422.25,443.167810958056,78.3417410830098,231.418937477301,538.518562522699
"WT+DMSO",52,"Dark","1",32,12481,390.03125,322.5,357,319.638251614479,56.5045938108026,279.282246130827,500.780253869173
"WT+DMSO",53,"Dark","1",32,8534,266.6875,140.5,328.25,349.429252380728,61.7709484758397,145.616440987354,387.758559012646
"WT+DMSO",54,"Dark","1",32,11355,354.84375,154.5,453.75,561.006762616649,99.172921534436,160.464823792505,549.222676207495
"WT+DMSO",55,"Dark","1",32,12518,391.1875,271,465.25,381.958487653204,67.5213591878346,258.845635991844,523.529364008156
"WT+DMSO",56,"Dark","1",32,13878,433.6875,247.5,528.5,476.036013648466,84.1520733349605,268.749436263477,598.625563736523
"Mut1",1,"Dark","1",32,13105,409.53125,215.5,456.5,523.42371563458,92.5291146897677,228.174185208055,590.888314791945
"Mut1",2,"Dark","1",32,8775,274.21875,180,462.75,272.790210586699,48.2229519367903,179.701764203891,368.735735796109
"Mut1",3,"Dark","1",32,10359,323.71875,167,385,442.221170352647,78.174397085152,170.496931713102,476.940568286898
"Mut1",4,"Dark","1",32,13875,433.59375,300,526.75,476.041531081602,84.1530486885569,268.653774570428,598.533725429572
"Mut1",5,"Dark","1",32,12183,380.71875,275,531,523.475928175339,92.538344650176,199.343594485655,562.093905514345
"Mut1",6,"Dark","1",32,11979,374.34375,177.5,443,635.121355402816,112.274654320431,154.285427531956,594.402072468044
"Mut1",7,"Dark","1",32,9639,301.21875,212.5,473.75,357.758319429427,63.2433334236127,177.261816489719,425.175683510281
"Mut1",8,"Dark","1",32,9227,288.34375,235,391.75,339.962010152273,60.0973606811205,170.552923065004,406.134576934996
"Mut1",9,"Dark","1",32,9509,297.15625,183,469.5,339.884336054431,60.0836297107939,179.392335766844,414.920164233156
"Mut1",10,"Dark","1",32,9861,308.15625,140.5,444.75,454.178670922543,80.2882045199059,150.791369140984,465.521130859016
"Mut1",11,"Dark","1",32,8696,271.75,152.5,428,308.398569094208,54.5176798786856,164.895347437776,378.604652562224
"Mut1",12,"Dark","1",32,10570,330.3125,196.5,457,411.187535701326,72.6883737084483,187.843287531441,472.781712468559
"Mut1",13,"Dark","1",32,10770,336.5625,177,514.5,427.130103130182,75.5066480930653,188.569469737592,484.555530262408
"Mut1",14,"Dark","1",32,12724,397.625,228.5,547,570.669937371292,100.881145633636,199.897954558074,595.352045441926
"Mut1",15,"Dark","1",32,10433,326.03125,179.5,503.25,398.761104355445,70.4916702407929,187.867576328046,464.194923671954
"Mut1",16,"Dark","1",32,12689,396.53125,224,342.5,583.263509549998,103.107395705367,194.440754417481,598.621745582519
"Mut1",17,"Dark","1",32,13108,409.625,306,538.5,481.34648174041,85.0908403347327,242.846952943924,576.403047056076
"Mut1",18,"Dark","1",32,9110,284.6875,185.5,392.25,344.403499054946,60.8825124115318,165.357775673398,404.017224326602
"Mut1",19,"Dark","1",32,12869,402.15625,234.5,488.75,486.800555926141,86.0549935451889,233.48846265143,570.82403734857
"Mut1",20,"Dark","1",32,8997,281.15625,121.5,434.75,381.220883340828,67.3909679350563,149.06995284729,413.24254715271
"Mut1",21,"Dark","1",32,12124,378.875,165.5,534,564.64934879691,99.8168458817158,183.233982071837,574.516017928163
"Mut1",22,"Dark","1",32,9812,306.625,120.5,632.75,404.171534168672,71.4481081433096,166.586708039113,446.663291960887
"Mut1",23,"Dark","1",32,13102,409.4375,296.5,710.25,465.659223141531,82.3176986013591,248.094810741336,570.780189258664
"Mut1",24,"Dark","1",32,9117,284.90625,148,336,400.829169579116,70.8572559766914,146.026028285685,423.786471714315
"Mut1",25,"Dark","1",32,13698,428.0625,268.5,454,596.467879647859,105.441620614741,221.396923595108,634.728076404892
"Mut1",26,"Dark","1",32,11266,352.0625,239,556.5,464.046781394485,82.0326564779579,191.278493303203,512.846506696797
"Mut1",27,"Dark","1",32,10630,332.1875,231,427,411.696054303454,72.7782679464293,189.542094824999,474.832905175001
"Mut1",28,"Dark","1",32,9930,310.3125,113.5,511.25,452.191326727683,79.9368883807215,153.636198773786,466.988801226214
"Mut1",29,"Dark","1",32,9213,287.90625,147.5,349.75,415.226355631829,73.4023429486609,144.037657820625,431.774842179375
"Mut1",30,"Dark","1",32,10531,329.09375,202.5,349.5,438.873437511574,77.5825959367712,177.031861963928,481.155638036072
"Mut1",31,"Dark","1",32,7643,238.84375,50,286.5,370.950662694146,65.5754322691685,110.31590275243,367.37159724757
"Mut1",32,"Dark","1",32,10244,320.125,161,392.25,462.723198104997,81.7986777980924,159.799591515739,480.450408484261
"Mut1",33,"Dark","1",32,11721,366.28125,182,484.75,582.139614912093,102.908717325417,164.580164042183,567.982335957817
"Mut1",34,"Dark","1",32,13062,408.1875,183.5,496.75,566.350936314681,100.117646899865,211.956912076264,604.418087923736
"Mut1",35,"Dark","1",32,7724,241.375,194.5,331.25,291.684954879791,51.5631023913981,140.31131931286,342.43868068714
"Mut1",36,"Dark","1",32,11991,374.71875,302,524,376.07036355817,66.4804760688181,244.417016905117,505.020483094883
"Mut1",37,"Dark","1",32,12426,388.3125,254,347,461.920146534218,81.6567169952573,228.265334689296,548.359665310704
"Mut1",38,"Dark","1",32,13579,424.34375,308.5,464.75,415.54042615145,73.4578632972096,280.366337937469,568.321162062531
"Mut1",39,"Dark","1",32,11181,349.40625,218.5,449.5,405.601095895876,71.7008213411672,208.872640171312,489.939859828688
"Mut1",40,"Dark","1",32,11638,363.6875,299,432,403.94717296744,71.408446311603,223.726945229258,503.648054770742
"Mut1",41,"Dark","1",32,15423,481.96875,269,794.5,559.509029266414,98.908157182346,288.108761922602,675.828738077398
"Mut1",42,"Dark","1",32,9031,282.21875,86.5,353.25,516.436220611682,91.293888411218,103.282728714013,461.154771285987
"Mut1",43,"Dark","1",32,11512,359.75,237,510.5,452.95132544878,80.0712384430667,202.810372651589,516.689627348411
"Mut1",44,"Dark","1",32,10388,324.625,215.5,327,360.935142954181,63.8049217878593,199.567353295796,449.682646704204
"Mut1",45,"Dark","1",32,9974,311.6875,181.5,519,395.967124531415,69.9977597207755,174.49189094728,448.88310905272
"Mut1",46,"Dark","1",32,10866,339.5625,253.5,553.25,384.791936866431,68.0222469760398,206.238895926962,472.886104073038
"Mut1",47,"Dark","1",32,11288,352.75,206,489.75,339.47635197225,60.0115076330123,235.127445039296,470.372554960704
"Mut1",48,"Dark","1",32,13512,422.25,241,534.5,482.098571101455,85.2237922065459,255.21136727517,589.28863272483
"Mut1",49,"Dark","1",32,8922,278.8125,169,442.75,373.792286420007,66.0777651207028,149.300080363422,408.324919636578
"Mut1",50,"Dark","1",32,9351,292.21875,158.5,348.75,417.456641316236,73.7966054815176,147.577403256225,436.860096743775
"Mut1",51,"Dark","1",32,10704,334.5,174,520.5,481.04825054753,85.0381200100208,167.825284780359,501.174715219641
"Mut1",52,"Dark","1",32,12479,389.96875,229,453.75,509.70373965446,90.1037426764529,213.365414354152,566.572085645848
"Mut1",53,"Dark","1",32,15830,494.6875,312,576.5,662.19675652697,117.060954254989,265.248029660221,724.126970339779
"Mut1",54,"Dark","1",32,11920,372.5,131.5,605.75,548.178155641558,96.9051227881202,182.565959335285,562.434040664715
"Mut1",55,"Dark","1",32,10151,317.21875,185.5,349.25,470.88418782836,83.2413505917383,154.065702840193,480.371797159807
"Mut1",56,"Dark","1",32,10493,327.90625,177.5,384.25,440.298019262101,77.8344287908091,175.350769570014,480.461730429986
"Mut2",1,"Dark","1",32,13809,431.53125,214.5,550.5,596.327685647208,105.416837582605,224.914248338094,638.148251661906
"Mut2",2,"Dark","1",32,12693,396.65625,208,438.75,600.660099759879,106.1827074321,188.538143433085,604.774356566915
"Mut2",3,"Dark","1",32,8495,265.46875,159,350,370.534050881836,65.5017850097669,137.085251380857,393.852248619143
"Mut2",4,"Dark","1",32,14751,460.96875,224.5,356.25,579.014818706964,102.356326178798,260.350350689555,661.587149310445
"Mut2",5,"Dark","1",32,11383,355.71875,154,392,516.356230771404,91.2797480715964,176.810443779671,534.627056220329
"Mut2",6,"Dark","1",32,14360,448.75,216,623.75,642.552972587199,113.588391046995,226.116753547889,671.383246452111
"Mut2",7,"Dark","1",32,11871,370.96875,181.5,491.5,509.807394647328,90.1220664635431,194.329499731456,547.608000268544
"Mut2",8,"Dark","1",32,12101,378.15625,193,399.5,521.318001482161,92.1568735006637,197.528777938699,558.783722061301
"Mut2",9,"Dark","1",32,11658,364.3125,75,384.75,605.729016251518,107.078773738226,154.438103473077,574.186896526923
"Mut2",10,"Dark","1",32,10762,336.3125,167,472.75,415.620285566277,73.4719805806509,192.307418061924,480.317581938076
"Mut2",11,"Dark","1",32,12176,380.5,82.5,428.75,696.757698430796,123.170523351087,139.08577423187,621.91422576813
"Mut2",12,"Dark","1",32,10697,334.28125,101.5,480.75,459.718022577164,81.2674327994958,174.997081712988,493.565418287012
"Mut2",13,"Dark","1",32,13187,412.09375,171,656.5,587.768571933908,103.9037857457,208.442329938428,615.745170061572
"Mut2",14,"Dark","1",32,9972,311.625,186.5,389.5,439.605670074091,77.7120375893614,159.309406324852,463.940593675148
"Mut2",15,"Dark","1",32,11606,362.6875,120.5,451.5,534.496473177054,94.4865201759472,177.493920455143,547.881079544856
"Mut2",16,"Dark","1",32,11482,358.8125,207,469.75,492.831217427394,87.1210739558331,188.055195046567,529.569804953433
"Mut2",17,"Dark","1",32,13307,415.84375,165.5,522.25,696.738443513314,123.167119530406,174.436195720404,657.251304279596
"Mut2",18,"Dark","1",32,12270,383.4375,260.5,621.5,436.950055276861,77.2425867815262,232.042029908209,534.832970091791
"Mut2",19,"Dark","1",32,13230,413.4375,127,589.75,710.607597242011,125.618862693126,167.224529121473,659.650470878527
"Mut2",20,"Dark","1",32,10601,331.28125,98.5,484,500.646758115231,88.5026794105852,157.815998355253,504.746501644747
"Mut2",21,"Dark","1",32,10619,331.84375,194.5,386.25,436.210596473546,77.1118676979682,180.704489311982,482.983010688018
"Mut2",22,"Dark","1",32,13184,412,168,670.75,571.12661722531,100.961875989038,214.114723061486,609.885276938514
"Mut2",23,"Dark","1",32,14180,443.125,299,584.75,471.48986579606,83.3484203412824,279.762096131087,606.487903868913
"Mut2",24,"Dark","1",32,17496,546.75,405.5,556.5,569.411127620513,100.658617405886,349.459109884464,744.040890115536
"Mut2",25,"Dark","1",32,13439,419.96875,216.5,511.75,518.395320840529,91.6402116754285,240.35393511616,599.58356488384
"Mut2",26,"Dark","1",32,16443,513.84375,331,663,633.912231096601,112.060909321375,294.204367730105,733.483132269895
"Mut2",27,"Dark","1",32,13198,412.4375,306,587.75,502.402289489082,88.8130164453441,238.363987767126,586.511012232874
"Mut2",28,"Dark","1",32,12878,402.4375,83,587.25,544.094449669623,96.1832187418383,213.918391265997,590.956608734003
"Mut2",29,"Dark","1",32,15586,487.0625,331.5,604.25,580.069625270355,102.542791397252,286.078628861386,688.046371138614
"Mut2",30,"Dark","1",32,12629,394.65625,97.5,628.75,544.868946029019,96.3201316487716,205.868791968408,583.443708031592
"Mut2",31,"Dark","1",32,14472,452.25,65.5,543.75,728.613840818481,128.801946927281,199.79818402253,704.70181597747
"Mut2",32,"Dark","1",32,12821,400.65625,229,471.25,549.253781720136,97.095268411666,210.349523913135,590.962976086865
"Mut2",33,"Dark","1",32,15562,486.3125,242.5,650.5,628.096481056954,111.032820248695,268.688172312558,703.936827687442
"Mut2",34,"Dark","1",32,13833,432.28125,154.5,774.75,564.73192237842,99.8314429665739,236.611621785515,627.950878214485
"Mut2",35,"Dark","1",32,12566,392.6875,162.5,445.25,603.222659233639,106.635708227372,183.681511874351,601.693488125649
"Mut2",36,"Dark","1",32,19990,624.6875,360,714.75,782.364630669473,138.303833926723,353.611985503622,895.763014496378
"Mut2",37,"Dark","1",32,12469,389.65625,131.5,562.5,610.496498596337,107.921553512028,178.130005116424,601.182494883575
"Mut2",38,"Dark","1",32,16776,524.25,240.5,836.25,692.082877751949,122.344124000376,284.455516959263,764.044483040737
"Mut2",39,"Dark","1",32,13448,420.25,199,439.75,586.491371660537,103.678006502141,217.041107255803,623.458892744197
"Mut2",40,"Dark","1",32,12418,388.0625,274.5,555,448.894767286025,79.3541334967763,232.528398346318,543.596601653682
"Mut2",41,"Dark","1",32,15187,474.59375,292,705.25,576.008448603754,101.824870007114,275.017004786056,674.170495213944
"Mut2",42,"Dark","1",32,10037,313.65625,9.5,423.5,562.292175765784,99.400152623031,118.831950858859,508.480549141141
"Mut2",43,"Dark","1",32,13309,415.90625,202.5,490,610.468057306798,107.916525754854,204.389859520487,627.422640479513
"Mut2",44,"Dark","1",32,8963,280.09375,97.5,452.25,398.135603368193,70.3810962433617,142.146801363011,418.040698636989
"Mut2",45,"Dark","1",32,13932,435.375,198,509.5,658.701496347414,116.443073711246,207.146575525959,663.603424474041
"Mut2",46,"Dark","1",32,11566,361.4375,182,448,521.386608926372,92.1690016979241,180.786256672069,542.088743327931
"Mut2",47,"Dark","1",32,15758,492.4375,226.5,648.75,592.342584914529,104.712364644658,287.20126529647,697.67373470353
"Mut2",48,"Dark","1",32,12729,397.78125,208.5,518,536.590054034465,94.8566164812565,211.862281696737,583.700218303263
"Mut2",49,"Dark","1",32,9851,307.84375,65.5,426.75,473.077236371167,83.6290304657608,143.930850287109,471.756649712891
"Mut2",50,"Dark","1",32,11157,348.65625,208,451.25,501.220099059897,88.6040327280616,174.992345852999,522.320154147001
"Mut2",51,"Dark","1",32,15208,475.25,304,831,542.797710789857,95.9539855280106,287.180188365099,663.319811634901
"Mut2",52,"Dark","1",32,9792,306,173.5,394,402.448794578968,71.1435679317851,166.558606853701,445.441393146299
"Mut2",53,"Dark","1",32,12900,403.125,142.5,394.75,693.15281329635,122.533263670096,162.959803206613,643.290196793387
"Mut2",54,"Dark","1",32,16299,509.34375,241,701.5,745.673439264262,131.817686363614,250.981084727317,767.706415272683
"Mut2",55,"Dark","1",32,13044,407.625,146.5,487.25,581.565614970597,102.807247512659,206.122794875189,609.127205124811
"Mut2",56,"Dark","1",32,10409,325.28125,159,511.5,458.80990753252,81.1068992229545,166.311727523009,484.250772476991
"Mut3",1,"Dark","1",32,15464,483.25,326.5,574.5,556.307642899491,98.3422266800335,290.499235707134,676.000764292866
"Mut3",2,"Dark","1",32,15948,498.375,233,742,627.950057085393,111.00693590289,280.801405630335,715.948594369665
"Mut3",3,"Dark","1",32,15356,479.875,181.5,1020.75,572.168864652228,101.14612104485,281.628602752095,678.121397247905
"Mut3",4,"Dark","1",32,15853,495.40625,304,803.5,552.688785984686,97.7024971138829,303.909355656789,686.903144343211
"Mut3",5,"Dark","1",32,14448,451.5,391,655,378.64861572908,66.9362509672329,320.304948104224,582.695051895776
"Mut3",6,"Dark","1",32,17090,534.0625,210.5,678,724.83399378643,128.133758060228,282.920334201953,785.204665798047
"Mut3",7,"Dark","1",32,15280,477.5,286,634.75,522.260842009789,92.3235457333295,296.545850362674,658.454149637326
"Mut3",8,"Dark","1",32,18787,587.09375,459,718.25,592.184766250393,104.684465982756,381.912196673799,792.275303326201
"Mut3",9,"Dark","1",32,14197,443.65625,269.5,541.75,479.71252206988,84.8019943439284,277.4443410859,609.8681589141
"Mut3",10,"Dark","1",32,15092,471.625,298.5,548.75,561.579670043754,99.2741982161106,277.047571496423,666.202428503577
"Mut3",11,"Dark","1",32,14735,460.46875,194.5,613.25,656.301906549358,116.018882156678,233.071740972912,687.865759027088
"Mut3",12,"Dark","1",32,13683,427.59375,119.5,672.75,641.210591916169,113.351089428141,205.425614720844,649.761885279156
"Mut3",13,"Dark","1",32,15910,497.1875,340,739,566.687399604904,100.1771257684,300.840333493937,693.534666506063
"Mut3",14,"Dark","1",32,13178,411.8125,280,662.75,476.451225374949,84.2254730918166,246.730572740039,576.894427259961
"Mut3",15,"Dark","1",32,19194,599.8125,296.5,951.25,687.051129125233,121.454628106582,361.7614289111,837.8635710889
"Mut3",16,"Dark","1",32,16383,511.96875,340,617.25,499.280545893854,88.2611649290163,338.976866739128,684.960633260872
"Mut3",17,"Dark","1",32,18934,591.6875,308,613,770.074920423017,136.131299563202,324.870152856125,858.504847143875
"Mut3",18,"Dark","1",32,13865,433.28125,237.5,436.5,685.988019945002,121.266695178961,195.598527449237,670.963972550763
"Mut3",19,"Dark","1",32,15071,470.96875,340.5,657.25,543.417648708081,96.0635761044833,282.684140835213,659.253359164787
"Mut3",20,"Dark","1",32,15455,482.96875,345.5,692.5,608.750570477311,107.612914108921,272.047438346514,693.890061653486
"Mut3",21,"Dark","1",32,13529,422.78125,261,570.25,510.262597440547,90.2025357090181,245.984280010324,599.578219989676
"Mut3",22,"Dark","1",32,15121,472.53125,331,647,574.06614120309,101.481515323575,273.627479965793,671.435020034207
"Mut3",23,"Dark","1",32,15544,485.75,228,749,625.682698106378,110.606119675529,268.962005435963,702.537994564037
"Mut3",24,"Dark","1",32,17128,535.25,306.5,828.5,636.974096804572,112.602175822672,314.549735387562,755.950264612438
"Mut3",25,"Dark","1",32,17894,559.1875,383.5,526,611.416675276731,108.084219304677,347.342430162832,771.032569837168
"Mut3",26,"Dark","1",32,17770,555.3125,281.5,830.25,664.894919541621,117.537926596091,324.938163871662,785.686836128338
"Mut3",27,"Dark","1",32,14794,462.3125,294,547.25,527.154163501318,93.188570935626,279.662900966173,644.962099033827
"Mut3",28,"Dark","1",32,18982,593.1875,237.5,821.25,738.872569112629,130.615451013066,337.18121601439,849.19378398561
"Mut3",29,"Dark","1",32,14481,452.53125,163.5,525,677.187732315336,119.711009414129,217.897671548308,687.164828451692
"Mut3",30,"Dark","1",32,9865,308.28125,123,442.5,475.037807281456,83.9756137121765,143.689047124134,472.873452875866
"Mut3",31,"Dark","1",32,15863,495.71875,252.5,623,609.093204074713,107.673483743968,284.678721861823,706.758778138177
"Mut3",32,"Dark","1",32,13451,420.34375,224.5,552.5,549.183359084342,97.0828193308362,230.061424111561,610.626075888439
"Mut3",33,"Dark","1",32,12892,402.875,127.5,401.5,605.39860236206,107.020364262768,193.115086044975,612.634913955025
"Mut3",34,"Dark","1",32,20597,643.65625,481.5,940.25,672.318262258381,118.850200589614,410.709856844356,876.602643155644
"Mut3",35,"Dark","1",32,13016,406.75,196.5,465,582.534672926248,102.978554375609,204.912033423806,608.587966576194
"Mut3",36,"Dark","1",32,11767,367.71875,203,541,468.224183579522,82.7711238311537,205.487347290939,529.950152709061
"Mut3",37,"Dark","1",32,15184,474.5,241.5,624.5,640.02429389375,113.141379584101,252.742896015163,696.257103984837
"Mut3",38,"Dark","1",32,12673,396.03125,194,641.25,506.437365765549,89.5263238947679,220.559655166255,571.502844833745
"Mut3",39,"Dark","1",32,11192,349.75,284.5,485.5,423.585235357541,74.8799980829542,202.98520375741,496.51479624259
"Mut3",40,"Dark","1",32,15690,490.3125,256.5,959.5,582.669022272618,103.002304209076,288.427983750211,692.197016249789
"Mut3",41,"Dark","1",32,17604,550.125,300.5,747.5,644.42696475491,113.919669189415,326.842448388746,773.407551611254
"Mut3",42,"Dark","1",32,13498,421.8125,272.5,417,558.479874446063,98.7262265942557,228.309095875259,615.315904124741
"Mut3",43,"Dark","1",32,18169,567.78125,443,748.25,587.873682634179,103.922366867934,364.093410938849,771.469089061151
"Mut3",44,"Dark","1",32,12794,399.8125,86,646.5,530.138474758581,93.7161276174215,216.128889869854,583.496110130146
"Mut3",45,"Dark","1",32,16049,501.53125,146,714.25,737.050923280111,130.293426482793,246.156134093726,756.906365906274
"Mut3",46,"Dark","1",32,19183,599.46875,271,725.25,765.006092506838,135.235248915152,334.407662126302,864.529837873698
"Mut3",47,"Dark","1",32,15735,491.71875,217,766,678.706465811157,119.979486102556,256.55895723899,726.87854276101
"Mut3",48,"Dark","1",32,13300,415.625,173.5,515.75,616.811925640955,109.037973834363,201.910571284649,629.339428715351
"Mut3",49,"Dark","1",32,15605,487.65625,394.5,718,509.892120745543,90.1370440631908,310.987643636146,664.324856363854
"Mut3",50,"Dark","1",32,13574,424.1875,145.5,584,644.685991957175,113.965459162224,200.815200042042,647.559799957958
"Mut3",51,"Dark","1",32,14514,453.5625,286.5,554.25,598.647720067433,105.826965600387,246.141647423242,660.983352576758
"Mut3",52,"Dark","1",32,12336,385.5,193.5,746.5,496.092603218131,87.6976109580069,213.612682522306,557.387317477694
"Mut3",53,"Dark","1",32,15987,499.59375,199.5,847.5,624.047447502088,110.317045477721,283.372340863668,715.815159136332
"Mut3",54,"Dark","1",32,12112,378.5,148,638.5,459.926151154866,81.3042250816588,219.143718839949,537.856281160051
"Mut3",55,"Dark","1",32,17317,541.15625,335,804.25,651.672345405365,115.200483636969,315.363302071541,766.949197928459
"Mut3",56,"Dark","1",32,13346,417.0625,130,440,669.289413145305,118.314770652853,185.165549520409,648.959450479591
"Mut4",1,"Dark","1",32,14300,446.875,279.5,621.75,493.10718261691,87.1698581700526,276.022077986697,617.727922013303
"Mut4",2,"Dark","1",32,15727,491.46875,327.5,495.5,674.618505545315,119.256829996257,257.725363207337,725.212136792663
"Mut4",3,"Dark","1",32,9153,286.03125,175,379,400.751671509604,70.8435561240713,147.17787999682,424.88462000318
"Mut4",4,"Dark","1",32,17221,538.15625,342.5,651.5,671.330749182835,118.675631291557,305.552012668548,770.760487331452
"Mut4",5,"Dark","1",32,13230,413.4375,248,641.75,426.628941859619,75.4180544598445,265.618113258705,561.256886741295
