"Condition","time","Phase","Group","n_samples","exp_sums","mean","median","iqr","sd","sem","CI_lower","CI_upper"
"Mut1",155,"Dark","1",32,8723,272.59375,1,484,464.881244591111,82.1801701242042,111.52061655656,433.66688344344
"Mut1",156,"Dark","1",32,7085,221.40625,0,330.5,390.164139105003,68.9719271342398,86.22127281689,356.59122718311
"Mut1",157,"Dark","1",32,7598,237.4375,0,254.75,486.02720868347,85.9182837753127,69.0376638003871,405.837336199613
"Mut1",158,"Dark","1",32,10803,337.59375,1.5,314.5,622.354937593311,110.01784916929,121.958765628191,553.228734371809
"Mut1",159,"Dark","1",32,6368,199,0,227,401.780794030293,71.025481002334,59.7900572354255,338.209942764575
"Mut1",160,"Dark","1",32,6931,216.59375,1,354,300.363742858877,53.0973098495211,112.523022694939,320.664477305061
"Mut1",161,"Dark","1",32,9762,305.0625,7.5,595.5,418.941672551204,74.0591243956476,159.906616184531,450.218383815469
"Mut1",162,"Dark","1",32,8163,255.09375,1,285.5,476.380192390083,84.212916115495,90.0364344136297,420.15106558637
"Mut1",163,"Dark","1",32,7131,222.84375,0,460,331.360257061219,58.5767711959265,108.033278455984,337.654221544016
"Mut1",164,"Dark","1",32,9823,306.96875,0,322.5,667.116640397436,117.930675066854,75.8246268689671,538.112873131033
"Mut1",165,"Dark","1",32,7633,238.53125,1,336,377.785566791277,66.7836840281288,107.635229304867,369.427270695133
"Mut1",166,"Dark","1",32,11141,348.15625,97,447.75,587.641382267473,103.881301576792,144.548898909489,551.763601090511
"Mut1",167,"Dark","1",32,10729,335.28125,68.5,361.5,639.656724187581,113.076401826153,113.65150242074,556.91099757926
"Mut1",168,"Dark","1",32,8599,268.71875,1.5,223.75,534.300400848412,94.4518591576507,83.5931060510046,453.844393948995
"Mut1",169,"Dark","1",32,13324,416.375,82.5,472.25,673.721142179281,119.098197065929,182.942533750779,649.807466249221
"Mut1",170,"Dark","1",32,9565,298.90625,11,456.25,513.738942075485,90.8170724252946,120.904788046423,476.907711953577
"Mut1",171,"Dark","1",32,7903,246.96875,0,232.75,531.98408200628,94.0423879674853,62.6456695837289,431.291830416271
"Mut1",172,"Dark","1",32,5454,170.4375,0,151,412.122823651146,72.8537108213682,27.6442267901183,313.230773209882
"Mut1",173,"Dark","1",32,11491,359.09375,56.5,469.5,602.912573738996,106.58089233837,150.195201016795,567.992298983205
"Mut1",174,"Dark","1",32,7081,221.28125,3,399.75,324.440385137338,57.3534991053468,108.86839175352,333.69410824648
"Mut1",175,"Dark","1",32,9181,286.90625,0,293.75,589.926258889549,104.285214515203,82.5072295502026,491.305270449797
"Mut1",176,"Dark","1",32,9753,304.78125,6,522,435.671505015256,77.0165688915091,153.828774972642,455.733725027358
"Mut1",177,"Dark","1",32,7214,225.4375,0,372.75,404.350210513035,71.4796939569937,85.3372998442923,365.537700155708
"Mut1",178,"Dark","1",32,7674,239.8125,0,334.25,391.590259648542,69.2240320110213,104.133397258398,375.491602741602
"Mut1",179,"Dark","1",32,8469,264.65625,13,292.5,465.308611386728,82.2557186140128,103.435041516535,425.877458483465
"Mut1",180,"Dark","1",32,9136,285.5,8.5,278,546.847327871317,96.6698634528879,96.0270676323397,474.97293236766
"Mut2",146,"Dark","1",32,9688,302.75,131,344.5,454.118998188943,80.2776557712607,145.405794688329,460.094205311671
"Mut2",147,"Dark","1",32,9408,294,10,365,502.195630818213,88.7764840084536,119.998091343431,468.001908656569
"Mut2",148,"Dark","1",32,11253,351.65625,132.5,358.25,584.261022609178,103.283732767484,149.220133775731,554.092366224269
"Mut2",149,"Dark","1",32,13400,418.75,189,560.25,626.925987297055,110.825904229955,201.531227709289,635.968772290711
"Mut2",150,"Dark","1",32,10731,335.34375,103.5,534.75,489.740722013585,86.5747463897504,165.657247076089,505.030252923911
"Mut2",151,"Dark","1",32,14815,462.96875,76.5,666.75,724.184590814097,128.018958748863,212.051590852228,713.885909147772
"Mut2",152,"Dark","1",32,12021,375.65625,1.5,670.75,625.146001495238,110.511244222235,159.05421132442,592.25828867558
"Mut2",153,"Dark","1",32,8373,261.65625,0,281.5,530.803566690438,93.8337003712036,77.7421972724409,445.570302727559
"Mut2",154,"Dark","1",32,11830,369.6875,131,422.25,622.910672283885,110.116090111352,153.859963381751,585.515036618249
"Mut2",155,"Dark","1",32,10127,316.46875,129,623.25,380.02826587361,67.1801409604485,184.795673717521,448.141826282479
"Mut2",156,"Dark","1",32,11844,370.125,100,559,542.350603778916,95.8749474281725,182.210103040782,558.039896959218
"Mut2",157,"Dark","1",32,10628,332.125,7,436.25,548.853453030247,97.024499628835,141.956980727483,522.293019272517
"Mut2",158,"Dark","1",32,9272,289.75,88,445.25,462.581814908315,81.7736845438125,129.473578294127,450.026421705873
"Mut2",159,"Dark","1",32,16252,507.875,137,950.5,684.164890047855,120.944408300647,270.823959730732,744.926040269268
"Mut2",160,"Dark","1",32,13341,416.90625,37.5,444,743.195426883348,131.379631524012,159.402172212937,674.410327787063
"Mut2",161,"Dark","1",32,10402,325.0625,169.5,477.75,422.462744110401,74.6815677897855,178.686627132021,471.43837286798
"Mut2",162,"Dark","1",32,11090,346.5625,18,547.25,581.207749071401,102.743985161639,145.184289083187,547.940710916813
"Mut2",163,"Dark","1",32,12984,405.75,143.5,772.25,537.252388577527,94.9737017929598,219.601544485799,591.898455514201
"Mut2",164,"Dark","1",32,8553,267.28125,31,258.75,490.756311275211,86.7542789031994,97.2428633497291,437.319636650271
"Mut2",165,"Dark","1",32,13298,415.5625,141,627,566.212597568406,100.093191833467,219.379844006404,611.745155993596
"Mut2",166,"Dark","1",32,15233,476.03125,169.5,732.5,583.30766984638,103.115202216625,273.925453655416,678.137046344584
"Mut2",167,"Dark","1",32,11277,352.40625,102.5,519.75,526.19748895166,93.019453170263,170.088121786284,534.724378213716
"Mut2",168,"Dark","1",32,7707,240.84375,22.5,286.75,498.183352007814,88.0672066197426,68.2320250253045,413.455474974696
"Mut2",169,"Dark","1",32,7921,247.53125,40,240.25,447.154226433947,79.0464464369173,92.6002149836421,402.462285016358
"Mut2",170,"Dark","1",32,8542,266.9375,47,386.25,417.31545564013,73.7716471442724,122.345071597226,411.529928402774
"Mut2",171,"Dark","1",32,9699,303.09375,156.5,490.25,376.443146491369,66.546375403812,172.662854208528,433.524645791472
"Mut2",172,"Dark","1",32,11015,344.21875,145,499,460.492424677631,81.4043290436471,184.666265074452,503.771234925548
"Mut2",173,"Dark","1",32,13613,425.40625,86,526.25,643.071403218256,113.680037500694,202.593376498639,648.219123501361
"Mut2",174,"Dark","1",32,13176,411.75,0,571,648.609480399814,114.659040483148,187.01828065303,636.48171934697
"Mut2",175,"Dark","1",32,13493,421.65625,93.5,762.75,586.437280939579,103.668444523244,218.466098734441,624.846401265558
"Mut2",176,"Dark","1",32,13832,432.25,43.5,571.5,695.226071377204,122.899767382126,191.366455931033,673.133544068967
"Mut2",177,"Dark","1",32,14198,443.6875,73,580.75,693.250708153146,122.550569199366,203.488384369242,683.886615630758
"Mut2",178,"Dark","1",32,13280,415,212.5,567,544.555752647913,96.264766357871,226.321057938573,603.678942061427
"Mut2",179,"Dark","1",32,13651,426.59375,147,687.5,594.081555136351,105.019774053691,220.754992854766,632.432507145234
"Mut2",180,"Dark","1",32,9524,297.625,75.5,304,588.073988651966,103.957776303806,93.8677584445394,501.382241555461
"Mut3",146,"Dark","1",32,9250,289.0625,97,442.5,443.832498010592,78.4592422635637,135.282385163415,442.842614836585
"Mut3",147,"Dark","1",32,8227,257.09375,183,352.5,306.702162910324,54.2177947996178,150.826872192749,363.360627807251
"Mut3",148,"Dark","1",32,12294,384.1875,224.5,506.5,529.38475778416,93.5828880214943,200.765039477871,567.609960522129
"Mut3",149,"Dark","1",32,8472,264.75,134,299.25,390.050368955832,68.9518152232459,129.604442162438,399.895557837562
"Mut3",150,"Dark","1",32,8581,268.15625,176.5,355.75,341.766767233861,60.4163996738168,149.740106639319,386.572393360681
"Mut3",151,"Dark","1",32,10837,338.65625,180.5,502,437.149683479388,77.277876395457,187.191612264904,490.120887735096
"Mut3",152,"Dark","1",32,5907,184.59375,40,259,269.344587947209,47.6138461533419,91.2706115394498,277.91688846055
"Mut3",153,"Dark","1",32,9188,287.125,173.5,353.5,388.65688906715,68.7054804535624,152.462258311018,421.787741688982
"Mut3",154,"Dark","1",32,12934,404.1875,206,493,534.639428538886,94.5117913523868,218.944388949322,589.430611050678
"Mut3",155,"Dark","1",32,11425,357.03125,140,473.5,590.518552022083,104.389918137819,152.427010449875,561.635489550125
"Mut3",156,"Dark","1",32,7716,241.125,0,283,546.353114575594,96.5824980596982,51.8233038029915,430.426696197008
"Mut3",157,"Dark","1",32,10450,326.5625,176.5,385.25,428.721876722713,75.7880365684134,178.01794832591,475.10705167409
"Mut3",158,"Dark","1",32,6808,212.75,3.5,290.25,355.437939776071,62.8331443766589,89.5970370217485,335.902962978251
"Mut3",159,"Dark","1",32,16222,506.9375,237.5,470.5,738.331376669171,130.519780801392,251.118729629271,762.756270370729
"Mut3",160,"Dark","1",32,11601,362.53125,241.5,408.25,429.285752216926,75.887716614839,213.791325434916,511.271174565084
"Mut3",161,"Dark","1",32,8914,278.5625,70,381,503.200206260535,88.9540695353235,104.212523710766,452.912476289234
"Mut3",162,"Dark","1",32,9572,299.125,204.5,421.5,353.097605988541,62.4194279038082,176.782921308536,421.467078691464
"Mut3",163,"Dark","1",32,13586,424.5625,148.5,500.25,595.175817748216,105.213214182003,218.344600203274,630.780399796726
"Mut3",164,"Dark","1",32,10183,318.21875,155.5,446.75,441.072939208033,77.9714165779704,165.394773507178,471.042726492822
"Mut3",165,"Dark","1",32,11794,368.5625,147,682,491.072948887467,86.8102530539006,198.414404014355,538.710595985645
"Mut3",166,"Dark","1",32,17010,531.5625,287,842,701.10861233501,123.939663532594,288.640759476116,774.484240523884
"Mut3",167,"Dark","1",32,11542,360.6875,143.5,566.75,501.047833496576,88.5735801910643,187.083282825514,534.291717174486
"Mut3",168,"Dark","1",32,14910,465.9375,285.5,642.25,501.362526585819,88.6292105954133,292.22424723299,639.65075276701
"Mut3",169,"Dark","1",32,12993,406.03125,100.5,714.25,569.009636767139,100.587643179634,208.879469367916,603.183030632084
"Mut3",170,"Dark","1",32,12087,377.71875,97,590.5,580.160224497259,102.55880722918,176.703487830806,578.734012169194
"Mut3",171,"Dark","1",32,7395,231.09375,222,327,267.897351475186,47.358008472505,138.27205339389,323.91544660611
"Mut3",172,"Dark","1",32,9942,310.6875,174.5,447,428.590445718626,75.7648026298513,162.188486845491,459.186513154509
"Mut3",173,"Dark","1",32,11469,358.40625,200,586.75,413.807408793729,73.1515062158199,215.029297816993,501.783202183007
"Mut3",174,"Dark","1",32,8802,275.0625,73,387.5,507.719692635929,89.7530094012038,99.1466015736405,450.978398426359
"Mut3",175,"Dark","1",32,8666,270.8125,137,363.25,361.380635493488,63.8836744867374,145.600498005995,396.024501994005
"Mut3",176,"Dark","1",32,7659,239.34375,34,379,325.880010510004,57.6079913211917,126.432087010464,352.255412989536
"Mut3",177,"Dark","1",32,10450,326.5625,189,363,468.578284677137,82.8337206529909,164.208407520138,488.916592479862
"Mut3",178,"Dark","1",32,8065,252.03125,214,357.75,303.269015506248,53.6108943470591,146.953897079764,357.108602920236
"Mut3",179,"Dark","1",32,10320,322.5,183.5,509.5,425.687906274523,75.2517012989547,175.006665454049,469.993334545951
"Mut3",180,"Dark","1",32,9544,298.25,45,323,490.771479572,86.7569603045792,128.206357803025,468.293642196975
"Mut4",146,"Dark","1",32,12482,390.0625,168.5,622,618.356194328573,109.31096454961,175.813009482764,604.311990517236
"Mut4",147,"Dark","1",32,11253,351.65625,83,469,587.189622028303,103.801440894645,148.205425846496,555.107074153504
"Mut4",148,"Dark","1",32,8303,259.46875,177,361.5,315.668055990119,55.8027557486469,150.095348732652,368.842151267348
"Mut4",149,"Dark","1",32,12829,400.90625,289,502,580.196482813671,102.565216854533,199.878424965116,601.934075034884
"Mut4",150,"Dark","1",32,10918,341.1875,216.5,462.5,414.636680255019,73.2981020842506,197.523219914869,484.851780085131
"Mut4",151,"Dark","1",32,9469,295.90625,121.5,489.25,401.679727930904,71.0076148712774,156.731324852296,435.081175147704
"Mut4",152,"Dark","1",32,7379,230.59375,85.5,352.25,315.00321138916,55.6852267172036,121.450705634281,339.736794365719
"Mut4",153,"Dark","1",32,11202,350.0625,88.5,485.5,551.992691483875,97.5794438284155,158.806790096306,541.318209903694
"Mut4",154,"Dark","1",32,7796,243.625,124.5,362,349.831733745645,61.8420978014481,122.414488309162,364.835511690838
"Mut4",155,"Dark","1",32,9924,310.125,126,343.75,495.056122592307,87.5143853382347,138.59680473706,481.65319526294
"Mut4",156,"Dark","1",32,10530,329.0625,234,325,600.184054431262,106.098553712095,121.109334724293,537.015665275707
"Mut4",157,"Dark","1",32,9679,302.46875,206,337.75,445.574293025124,78.7671510301167,148.085133980971,456.852366019029
"Mut4",158,"Dark","1",32,7799,243.71875,56,264.5,396.455280346367,70.0840542925324,106.354003586637,381.083496413363
"Mut4",159,"Dark","1",32,9551,298.46875,166.5,426.25,404.051576424706,71.4269024097561,158.472021276878,438.465478723122
"Mut4",160,"Dark","1",32,8205,256.40625,128.5,409.5,315.025227804419,55.6891187063353,147.255577335583,365.556922664417
"Mut4",161,"Dark","1",32,9658,301.8125,99.5,446.5,426.325745327481,75.3644563788677,154.098165497419,449.526834502581
"Mut4",162,"Dark","1",32,8963,280.09375,61,393,459.544189273634,81.2367031225652,120.869811879772,439.317688120228
"Mut4",163,"Dark","1",32,8044,251.375,157,324,330.222481210432,58.375638941036,136.95874767557,365.791252324431
"Mut4",164,"Dark","1",32,8855,276.71875,25,358.25,466.410813960217,82.4505623425017,115.115647808697,438.321852191303
"Mut4",165,"Dark","1",32,11253,351.65625,133,438.25,565.757648409521,100.012767424632,155.631225847722,547.681274152278
"Mut4",166,"Dark","1",32,12038,376.1875,151,344.75,705.757357439967,124.761453329525,131.655051474132,620.719948525868
"Mut4",167,"Dark","1",32,11420,356.875,140,359,535.758416308285,94.7096023123384,171.244179467817,542.505820532183
"Mut4",168,"Dark","1",32,9738,304.3125,157,360.5,473.539005274253,83.7106604464391,140.239605524979,468.385394475021
"Mut4",169,"Dark","1",32,12343,385.71875,114.5,563.25,532.770496759854,94.1814077687546,201.123190773241,570.314309226759
"Mut4",170,"Dark","1",32,9605,300.15625,114,440,449.630752404753,79.4842385138526,144.367142512849,455.945357487151
"Mut4",171,"Dark","1",32,13791,430.96875,181,515.75,642.74198326891,113.621803730684,208.270014687859,653.667485312141
"Mut4",172,"Dark","1",32,6316,197.375,41,293.5,353.967626549606,62.5732272634334,74.7314745636705,320.01852543633
"Mut4",173,"Dark","1",32,8349,260.90625,105.5,275,446.301312898765,78.895671200794,106.270734446444,415.541765553556
"Mut4",174,"Dark","1",32,8669,270.90625,78.5,327.75,455.358020036202,80.4966859588196,113.132745520714,428.679754479286
"Mut4",175,"Dark","1",32,9322,291.3125,221,433,361.116855137663,63.8370442671505,166.191893236385,416.433106763615
"Mut4",176,"Dark","1",32,8634,269.8125,188.5,396.75,297.363407243968,52.5669204347367,166.781335947916,372.843664052084
"Mut4",177,"Dark","1",32,9020,281.875,128.5,395.5,445.329798051128,78.723930016597,127.57609716747,436.17390283253
"Mut4",178,"Dark","1",32,7066,220.8125,181,289.75,295.479646971147,52.2339155189762,118.434025582807,323.190974417193
"Mut4",179,"Dark","1",32,7804,243.875,110,378,326.838102370716,57.777359634119,130.631375117127,357.118624882873
"Mut4",180,"Dark","1",32,10753,336.03125,142,431.5,454.35991732965,80.3202446607887,178.603570464854,493.458929535146
"MUT+DMSO",146,"Dark","1",32,9879,308.71875,131,365.5,448.592295273818,79.3006634940387,153.289449551684,464.148050448316
"MUT+DMSO",147,"Dark","1",32,7370,230.3125,120,294,385.652897380617,68.1744447305185,96.6905883281838,363.934411671816
"MUT+DMSO",148,"Dark","1",32,6495,202.96875,0,220.25,399.35169110132,70.5960722140146,64.6004484605313,341.337051539469
"MUT+DMSO",149,"Dark","1",32,8073,252.28125,75,307,415.328415281597,73.4203847162699,108.377295956111,396.185204043889
"MUT+DMSO",150,"Dark","1",32,7688,240.25,112,328.25,315.166520245839,55.7140959172,131.050372002288,349.449627997712
"MUT+DMSO",151,"Dark","1",32,8190,255.9375,144,411.75,320.334798397733,56.6277270492656,144.947154983439,366.927845016561
"MUT+DMSO",152,"Dark","1",32,7918,247.4375,139,254.5,468.685528899709,82.852678932247,85.0462492927959,409.828750707204
"MUT+DMSO",153,"Dark","1",32,4848,151.5,0,174,292.238192730387,51.6609019503394,50.2446321773348,252.755367822665
"MUT+DMSO",154,"Dark","1",32,10687,333.96875,210,423.75,408.711940864026,72.2507462342169,192.357287380935,475.580212619065
"MUT+DMSO",155,"Dark","1",32,7665,239.53125,0.5,395.75,377.722460354758,66.772528280829,108.657094569575,370.405405430425
"MUT+DMSO",156,"Dark","1",32,5455,170.46875,46,252.5,247.01730178073,43.6669022898895,84.8816215118166,256.055878488183
"MUT+DMSO",157,"Dark","1",32,7393,231.03125,120,278.25,310.074026996364,54.8138617897374,123.596080892115,338.466419107885
"MUT+DMSO",158,"Dark","1",32,6839,213.71875,102,315,274.56408081868,48.5365308542849,118.587149525602,308.850350474398
"MUT+DMSO",159,"Dark","1",32,7998,249.9375,64.5,377.25,371.406475658799,65.6560093787334,121.251721617683,378.623278382317
"MUT+DMSO",160,"Dark","1",32,9383,293.21875,28,371,538.626852365076,95.2166749591277,106.59406708011,479.84343291989
"MUT+DMSO",161,"Dark","1",32,5474,171.0625,0,209.25,323.375636712717,57.1652763975198,59.0185582608611,283.106441739139
"MUT+DMSO",162,"Dark","1",32,9171,286.59375,238,397,325.759347091901,57.5866608408964,173.723894751843,399.463605248157
"MUT+DMSO",163,"Dark","1",32,8070,252.1875,144,388,303.635970233032,53.6757633909834,146.983003753672,357.391996246328
"MUT+DMSO",164,"Dark","1",32,4111,128.46875,22.5,196,214.186530761571,37.863187085082,54.2569033132393,202.680596686761
"MUT+DMSO",165,"Dark","1",32,9799,306.21875,114,348.75,494.864578046195,87.480524726371,134.756921536313,477.680578463687
"MUT+DMSO",166,"Dark","1",32,11325,353.90625,130,451.75,534.975631605114,94.571224219383,168.546650530009,539.265849469991
"MUT+DMSO",167,"Dark","1",32,13722,428.8125,135.5,625.25,644.143464159464,113.869552891038,205.628176333566,651.996823666434
"MUT+DMSO",168,"Dark","1",32,7573,236.65625,81,309.75,400.90539543477,70.8707309315501,97.7496173741617,375.562882625838
"MUT+DMSO",169,"Dark","1",32,8527,266.46875,209.5,423.5,268.690970636553,47.4983018451755,173.372078383456,359.565421616544
"MUT+DMSO",170,"Dark","1",32,10574,330.4375,75.5,584,474.763094572169,83.9270509072727,165.940480221746,494.934519778254
"MUT+DMSO",171,"Dark","1",32,9169,286.53125,82.5,276,535.485970683068,94.6614402750645,100.994827060874,472.067672939126
"MUT+DMSO",172,"Dark","1",32,8067,252.09375,151,297,377.067749484907,66.6567906568821,121.446440312511,382.741059687489
"MUT+DMSO",173,"Dark","1",32,13326,416.4375,227,471,653.174972235494,115.466113042263,190.123918437164,642.751081562836
"MUT+DMSO",174,"Dark","1",32,10681,333.78125,167.5,358.5,527.505311661072,93.2506457468669,151.009984336141,516.552515663859
"MUT+DMSO",175,"Dark","1",32,10365,323.90625,252,449.5,475.01927698575,83.9723379877387,159.320467544032,488.492032455968
"MUT+DMSO",176,"Dark","1",32,5503,171.96875,83.5,206.75,224.766615069943,39.7334994250758,94.0910911268514,249.846408873149
"MUT+DMSO",177,"Dark","1",32,4583,143.21875,62.5,229.25,196.102628558159,34.6663746154953,75.2726557536293,211.164844246371
"MUT+DMSO",178,"Dark","1",32,6913,216.03125,146,316.75,318.065167229671,56.2265091518334,105.827292062406,326.235207937594
"MUT+DMSO",179,"Dark","1",32,9500,296.875,102.5,394.75,427.08673667671,75.4989819147337,148.896995447122,444.853004552878
"MUT+DMSO",180,"Dark","1",32,7989,249.65625,43,360,345.187803897643,61.0211592297288,130.054777909732,369.257722090268
"WT+DMSO",181,"600Hz","2",32,13589,424.65625,233.5,852.75,503.210954889664,88.9559696424599,250.302549500779,599.009950499221
"WT+DMSO",182,"600Hz","2",32,13719,428.71875,223.5,533.25,535.308667928773,94.6300972800933,243.243759331017,614.193740668983
"WT+DMSO",183,"600Hz","2",32,13685,427.65625,262,639.5,461.815534279232,81.6382239865334,267.645330986394,587.667169013606
"WT+DMSO",184,"600Hz","2",32,10909,340.90625,188.5,580.5,370.252168591589,65.4519547900343,212.620418611533,469.192081388467
"WT+DMSO",185,"600Hz","2",32,11060,345.625,240,425.75,439.110225709423,77.6244545718722,193.481069039131,497.768930960869
"WT+DMSO",186,"600Hz","2",32,12195,381.09375,246.5,510,469.8928058525,83.0660973622692,218.284199169952,543.903300830048
"WT+DMSO",187,"600Hz","2",32,8468,264.625,153.5,408.75,345.076686194299,61.0015162093428,145.062028229688,384.187971770312
"WT+DMSO",188,"600Hz","2",32,9227,288.34375,151.5,440,382.327727123497,67.5866321211662,155.873951042514,420.813548957486
"WT+DMSO",189,"600Hz","2",32,11415,356.71875,174,559.75,435.028752062398,76.9029451486108,205.988977508723,507.448522491277
"WT+DMSO",190,"600Hz","2",32,9570,299.0625,121,375.5,502.406141932613,88.8136974675804,124.987652963542,473.137347036458
"WT+DMSO",191,"600Hz","2",32,10495,327.96875,160.5,373.5,424.300371722143,75.006417526175,180.956171648697,474.981328351303
"WT+DMSO",192,"600Hz","2",32,9338,291.8125,122.5,410.75,450.868512232314,79.7030456057398,135.59453061275,448.03046938725
"WT+DMSO",193,"600Hz","2",32,9763,305.09375,221.5,498.5,340.901022375193,60.2633561587314,186.977571928886,423.209928071114
"WT+DMSO",194,"600Hz","2",32,9393,293.53125,204.5,432.25,323.997011572737,57.2751209918147,181.272012856043,405.790487143957
"WT+DMSO",195,"600Hz","2",32,9499,296.84375,186,475.5,381.330363026771,67.4103213921394,164.719520071407,428.967979928593
"WT+DMSO",196,"600Hz","2",32,15634,488.5625,415.5,587.75,482.862695871731,85.3588716582297,321.25911154987,655.86588845013
"WT+DMSO",197,"600Hz","2",32,7372,230.375,114,256.75,346.150605857456,61.1913601784097,110.439934050317,350.310065949683
"WT+DMSO",198,"600Hz","2",32,8884,277.625,144,352.25,434.559157411649,76.8199317581224,127.05793375408,428.19206624592
"WT+DMSO",199,"600Hz","2",32,11379,355.59375,214.5,494.25,429.226525604206,75.8772467299688,206.874346409261,504.313153590739
"WT+DMSO",200,"600Hz","2",32,8963,280.09375,197.5,422.5,320.36756706039,56.6335197851595,169.092051221087,391.095448778913
"WT+DMSO",201,"600Hz","2",32,9251,289.09375,143,460,343.198932190139,60.6695730619073,170.181386798662,408.006113201338
"WT+DMSO",202,"600Hz","2",32,7689,240.28125,163,456.25,267.199965517551,47.2347268875681,147.701185300367,332.861314699633
"WT+DMSO",203,"600Hz","2",32,7539,235.59375,153.5,311.5,312.273645441137,55.2027030693178,127.396451984137,343.791048015863
"WT+DMSO",204,"600Hz","2",32,8385,262.03125,63.5,381.5,411.47778401011,72.7396828452906,119.46147162323,404.60102837677
"WT+DMSO",205,"600Hz","2",32,7495,234.21875,105,304.25,318.144391480732,56.2405141531233,123.987342259878,344.450157740122
"WT+DMSO",206,"600Hz","2",32,5070,158.4375,72,258,207.194460241674,36.6271519652936,86.6482821480246,230.226717851975
"WT+DMSO",207,"600Hz","2",32,9592,299.75,185.5,294,406.063239950023,71.7825176398103,159.056265425972,440.443734574028
"WT+DMSO",208,"600Hz","2",32,15416,481.75,240.5,777.5,568.58528454969,100.512627596992,284.745249909896,678.754750090104
"WT+DMSO",209,"600Hz","2",32,12229,382.15625,217,416,643.136874478922,113.691611293792,159.320691864168,604.991808135832
"WT+DMSO",210,"600Hz","2",32,9591,299.71875,178.5,451.75,343.816552208559,60.7787538877126,180.592392380083,418.845107619917
"Mut1",181,"600Hz","2",32,7632,238.5,0,221.75,460.125649038636,81.3394916582702,79.0745963497904,397.92540365021
"Mut1",182,"600Hz","2",32,7568,236.5,0,301,420.529543283458,74.3398229362537,90.7939470449428,382.206052955057
"Mut1",183,"600Hz","2",32,6882,215.0625,2,253,401.848465862605,71.0374438052147,75.8291101417793,354.295889858221
"Mut1",184,"600Hz","2",32,10318,322.4375,130.5,400.25,464.059432894176,82.0348929682639,161.649109782203,483.225890217797
"Mut1",185,"600Hz","2",32,9939,310.59375,47,382.25,492.968615069508,87.1453626569474,139.788839192383,481.398660807617
"Mut1",186,"600Hz","2",32,8802,275.0625,9.5,401.75,440.030199660095,77.7870845266309,122.599814327803,427.525185672197
"Mut1",187,"600Hz","2",32,11042,345.0625,73.5,312.75,681.957048004184,120.55411328043,108.776437970358,581.348562029642
"Mut1",188,"600Hz","2",32,7801,243.78125,1.5,352.75,383.810246663046,67.8487070260804,110.797784228883,376.764715771117
"Mut1",189,"600Hz","2",32,10975,342.96875,6,308.75,620.576864017042,109.703527198483,127.949836690973,557.987663309027
"Mut1",190,"600Hz","2",32,6043,188.84375,0,283,300.557558158382,53.1315718776655,84.7058691197757,292.981630880224
"Mut1",191,"600Hz","2",32,7952,248.5,0,346,398.617287552213,70.4662467815895,110.386156308085,386.613843691915
"Mut1",192,"600Hz","2",32,11449,357.78125,0,554.25,559.333920369404,98.8772020102154,163.981934059978,551.580565940022
"Mut1",193,"600Hz","2",32,10910,340.9375,143.5,512.25,493.541836478772,87.2466948433504,169.933978107033,511.941021892967
"Mut1",194,"600Hz","2",32,5947,185.84375,0.5,195.75,404.110980394998,71.4374036473118,45.826438851269,325.861061148731
"Mut1",195,"600Hz","2",32,11043,345.09375,87,503.75,553.176420518574,97.7886995352962,153.427898910819,536.75960108918
"Mut1",196,"600Hz","2",32,9568,299,39.5,499.5,396.074528666089,70.0167462687643,161.767177313222,436.232822686778
"Mut1",197,"600Hz","2",32,7419,231.84375,0,337,400.299171134903,70.763564603211,93.1471633777064,370.540336622294
"Mut1",198,"600Hz","2",32,11738,366.8125,102.5,545.25,584.475581735594,103.321661820798,164.302042831236,569.322957168764
"Mut1",199,"600Hz","2",32,10135,316.71875,9,475.25,477.626472653089,84.4332294218026,151.229620333267,482.207879666733
"Mut1",200,"600Hz","2",32,9681,302.53125,0,449,526.961343038037,93.1544847713416,119.948459848171,485.114040151829
"Mut1",201,"600Hz","2",32,8437,263.65625,13.5,414.25,436.574984090787,77.1762829367512,112.390735443968,414.921764556032
"Mut1",202,"600Hz","2",32,7800,243.75,18.5,373.75,410.360109361081,72.5421040144185,101.56747613174,385.93252386826
"Mut1",203,"600Hz","2",32,5815,181.71875,0,346.5,266.344699575448,47.0835358007232,89.4350198305825,274.002480169417
"Mut1",204,"600Hz","2",32,7070,220.9375,17.5,289.5,415.935163798243,73.5276437139187,76.8233183207194,365.051681679281
"Mut1",205,"600Hz","2",32,8306,259.5625,29.5,387.5,418.654136836509,74.0082947822241,114.506242226841,404.618757773159
"Mut1",206,"600Hz","2",32,6579,205.59375,0,238,391.845333162165,69.2691230638171,69.8262687949185,341.361231205082
"Mut1",207,"600Hz","2",32,8412,262.875,2,352.75,439.430625006438,77.6810937007737,110.620056346484,415.129943653516
"Mut1",208,"600Hz","2",32,7714,241.0625,1.5,381.5,373.596205815851,66.0431026394884,111.618018826603,370.506981173397
"Mut1",209,"600Hz","2",32,9513,297.28125,0,622,426.006378444979,75.3079997567918,149.677570476688,444.884929523312
"Mut1",210,"600Hz","2",32,9755,304.84375,0,344.25,614.134329604189,108.564637255644,92.0570609789375,517.630439021063
"Mut2",181,"600Hz","2",32,15688,490.25,9,441,890.416357847597,157.404861178366,181.736472090403,798.763527909597
"Mut2",182,"600Hz","2",32,16270,508.4375,132,537.75,944.687042819456,166.998653519176,181.120139102415,835.754860897585
